cid,present_locally,pinned,note
QmTtpRThQQjaM2GFMrjx3SQaupb3jy3HTsuNRvP9THzWs2,yes,yes,
QmTtpUtkKnkGQ82i9KC7BBDEC6iwj61GWYNoZyNkTdJ4Nq,yes,yes,
QmTtqGCx9WL888CohC6U3oEv9UJZqRuEDAbF8Lmx4GzbCb,yes,yes,
QmTtri87zRU7AVMbkkTSi9eftW3Ki2myrkyrtZgeiDjtke,yes,yes,
QmTtrqA83UQtmDnLhpBqkHvEqjADThQPJ4vuQ28xwNDf4S,yes,yes,
QmTtrrPoEHuWhkCcE8YSYKo2H3J5WCFyvb9rCY4JTnw1U8,yes,yes,
QmTtsf9meEA2BgKKxrsXZ32cg7Eni69avRiupiv63A7v1s,yes,yes,
QmTtskytcJCV6HpFC4h3Jyj9yxiUM44bw68HHp3ndvV84e,yes,yes,
QmTttFeJp43i6r8ePqp2QW6qL2QAuBJSCWNyPNdQSEF9kA,yes,yes,
QmTtvsMP6AjPoHEPwYTZ23idBjtmPpq7XEH1NKY29H1EAG,yes,yes,
QmTtxjHPPjBH9vJvFn8ZgNJ8sWNbDQz7wkExz848LX3eit,yes,yes,
QmTtyTzLVjAwh8zNBTLhk9qMMYL26FFEeKsUedCxLrjRnc,yes,yes,
QmTtz6YLLyNbUZDoRJTNDNSehDbhdDxXY7pFeVHMxXfQdu,yes,yes,
QmTu1URhMjHHq1RZix4myBANDtSw5VHvr2CT7JbnAVj3AT,yes,yes,
QmTu1gC7YgKk88U5eS5oohpz94j2jKm3GJgwrphG4d6w56,yes,yes,
QmTu1hWDQE5YeMxktRojEJkLRn5FT74eacvqTH4CeK8PYc,yes,yes,
QmTu2d2JkPakbTS9vfr82WeLpK5ZUNYRbikEp8BRrJwN4F,yes,yes,
QmTu2gD3vAbhJdX5ByDxtv5uDwzVyBdquaBV3RMW5AvYEQ,yes,yes,
QmTu2taSU9FwsjtFDcueSVZ7mT9hr17wifobG6puR4hVfQ,yes,yes,
QmTu3AYbwDp77pRajyraDhNSjSSxfPDVxFsYzJqjcZpBub,yes,yes,
QmTu4USoBVdu7uqp5MBndvz2G2UCJoyim4JX7AiEsYXnJQ,yes,yes,
QmTu5LK8Dnmp3VjRgLztEUDY2ASf1U5FkYa9nzsBAW7njQ,yes,yes,
QmTu5s4bNthKh6m2uEqRJH1MYyfK3S8n9kALkua9wRkYQ6,yes,yes,
QmTu7G2kKqWwAWvqu6szSgMw8UBd6TwZaxYV8QZR9kvYLW,yes,yes,
QmTu7ZH6j7FmetUDyzvfnnikFS2iNCUTzjMrjVYySpE92p,yes,yes,
QmTu8JiMexvhZVQtCCWwjvafRQyeuAfk1ddGZvPadbp8Gk,yes,yes,
QmTu92ivm7aAFGRVfFJVH39fJRNRLuwtctwK8JNTdQt36U,yes,yes,
QmTuAA4KdpcX5eRBzWXpJDLvxqSGzaNAcyJqGY5n3cMqjb,yes,yes,
QmTuAk8ZxGi5qtrWjuaW15DsFaBB2HKscQE4yktx6okaZj,yes,yes,
QmTuAtWs3WMsSBBxKHHQnBZBUtdXEYZo1EaWg4xTjTAiMp,yes,yes,
QmTuBK8wZb2kq5Je16KMNAmc8Z2zgd5wcD9jUuhFe6kuNN,yes,yes,
QmTuCev6YWGvGuMrUyuMABZrtd2otvmdNfHqhEYRAuxPXx,yes,yes,
QmTuCvhBPQxyx3ZNpD8ZUKxnv7gTrPS9UwJqpusUYzEaTS,yes,yes,
QmTuDZjhNXUDbZaqv5NfLDFsda8YvKL8fxabTsbjFqk8Fs,yes,yes,
QmTuETnjUqQjUwQA3p4MadRGepxBPeo5npXZxRRAwEQk38,yes,yes,
QmTuEzsKTLwY3ESRMy5trXyUWRRoCJWqeAh3d7Uux1UKHj,yes,yes,
QmTuFiDb6z63BDxpajbUHQwGBFinTB6TLdibytAEAgxD1n,yes,yes,
QmTuGAMGccQnrXef3eEG76pthmRED3qKtU7N6DVJ4hM2NP,yes,yes,
QmTuGjVwSg2i9ZzZ4KwNusGvgm6Y8b5rJurWaiDNUzwG8h,yes,yes,
QmTuHN4cuUGhN4hoQD1QRSfAbimdaLiUrsgRjq48hUYGaW,yes,yes,
QmTuHSVAQ17kfyg6nPcvr6XfXGqMuEzqnFEmnsdoyqkThE,yes,yes,
QmTuHZHDn6Y6sZgjALhYEeX2i2Xwpuhvd8agQUuAdY8wrw,yes,yes,
QmTuHeQoL7fBJsyH2gJroEbPt7wqZsFwWCTzQsDyVmirQX,yes,yes,
QmTuHnJGoFbRbAA8QnVV5nyWfzgqYjaLxYkgm7s77S8bod,yes,yes,
QmTuHvGfRyoYiztTsCTnDE6g9p2m7kiuJiAkjBkEzvYZCR,yes,yes,
QmTuHwVe2kjpv1STnt8r5KrFi7Ni66sc9xygVJbxD6LsFF,yes,yes,
QmTuKM8fFwPkUgXm4PyARsffB1o2gcQwdmDRKJaxughUMt,yes,yes,
QmTuLA5akWXK94QyJAm2GBwQzEtomt8Fb268ZgL213gDRh,yes,yes,
QmTuMbLdg4ZBtPtycKzGuV8JkB3pFBRpxSAFCeU5dLbH99,yes,yes,
QmTuN8j3J3dsG8ygRrFA4C7YLANt2zU6tB31cRTE7WyAiE,yes,yes,
QmTuPhxKbnZs4JFiG5SdDYRgZBjCoTzYm1bk6j9EyrWoCU,yes,yes,
QmTuSL36gaADLy6j9LqHF8BXhhGwzdprjQKdC4AVBCEHpv,yes,yes,
QmTuSNxbzG48pE1Mt4SNsWRXF7tN7GBmsmcjqzKZ6ijvnq,yes,yes,
QmTuSy1UW3aSmefJyFm21cVD1uZLr4nU6a1r17izub6X5F,yes,yes,
QmTuT5wvZQ2Y3Ftt8vVctWqzTifagzvrKD7v4tnFvL5Dra,yes,yes,
QmTuTcYbuoaPMzXs8earEyEjXYceDD68KFEYro5fZXx7Jd,yes,yes,
QmTuTuhD6k6CZep8GpZhs7HRdWfq3sYa4ngWcCfS3HKrfp,yes,yes,
QmTuUE2uuC1crLhoVutCheLvytcraJHJWF27kDPu8HV53b,yes,yes,
QmTuUpShFuWa1eehaSXZbCcAJ8T44KoDt76h4R7T3ahoBM,yes,yes,
QmTuVftnny8CAM6dyJixUyi9fgT3fS8utXqk5uFykppcrz,yes,yes,
QmTuXRiHjp7Srj9QaimXbnv8c8HKgrC34aDUyF69L3m1j5,yes,yes,
QmTuY9GhE2cyUqTBGGFYorTmCbM7PPE7r2ePBtuKEoGPd1,yes,yes,
QmTuYxXDkfTnDn8BPFpLqL2Lkgpbgqk5ThwxcQJhxkfwCC,yes,yes,
QmTuZ3iV239eF5FHvyH1NA8MLGKsAupN6oJ4Q2K327RxEC,yes,yes,
QmTuZd7pnUfNvgFeuJ3Dgf3hDJ7xwj9dc7Bh6rKM5PwHB4,yes,yes,
QmTuZzTDsZKevMfTJSebjuMzGrWfmoUsazzwZyLdgTCmPw,yes,yes,
QmTubGd2LfrdnACrqYNgDN8Ybebo359fH8675RyEA7U2Up,yes,yes,
QmTudDNmU7BXNA3gq6c4erC5LUsTZiq8hawG6BHxwmvwGX,yes,yes,
QmTudVi6vM3E9XuVM6CHUJoiZ2AzW6d1dZQb5CQZkekzdx,yes,yes,
QmTue5rg1sDNhRwztG2MerBqAWNLrEpR5ZfDQjgQkca62X,yes,yes,
QmTueo5RBF89wW1Qtu6LbDvxzcFW1HE769UB6cjKc4VCVV,yes,yes,
QmTueyZipAsxms2Pu43PxkgtR7ybQpF1kUxmKfVSgUoCdn,yes,yes,
QmTugUGfzSVMis4ivGdsVqPeZ9ezoWJ38tcNuHwYF1UrsS,yes,already,
QmTuhRRVzbVErz8feF9AyaFkXdboEnjPs9hdQRRgCnkw2T,yes,yes,
QmTujBFMw5T2mja14bJqwaCLZWJwTjtX2kZ5pJuyXzKnut,yes,yes,
QmTujTMxecrrc85zVYmNo7Rp3CanvPQkQduHrqKZ2djrxC,yes,yes,
QmTuk5PVqNQwcN8tPLmoSEPgGh7bya48iMAMgQ1xKTpQPG,yes,yes,
QmTum7wNFnm8Lw47aj9E8QfqWcrJmbpeDB5bk8V68AvF3Q,yes,yes,
QmTunUJmeY8oxiaRKBXYwqcf8pqW8UUgnydSLnHPRZSZyU,yes,yes,
QmTuneVqKPFSWakxMKpDZeYqivdX9jTFgXvac7JQDPPyik,yes,yes,
QmTunombqeoREa81gJhqk6CPMpwgmJN7HvBhdqZSvR7Fj9,yes,yes,
QmTuphqVQfH2EhTaX3ihoEqdEoDh3CqKaYBjd3jnYKTNLw,yes,yes,
QmTuqT4kSZMj2VVAdijthFWnR76D6LFFi4mcqbD7s9inNU,yes,yes,
QmTuqVFFDFsRidMvdaqgvJ3ka1Mm62fkcg9jiuEShFrJp1,yes,yes,
QmTuqaZLCFgtEjntqt1Fxmq4B77b8DMmjfYRpw5ZjW2sSy,yes,yes,
QmTuqnQi2mLD7bgamrqkxVqopdn1VqLPj2Lux7qyTeRSwp,yes,yes,
QmTurJS2a14k3xQQUNey8fd8nqWYmC6bph5UqLPjG5FNN9,yes,yes,
QmTurkDjvQHzmWeJMrYMu8SSHHGFDvZdeyMkfkCkztkPby,yes,yes,
QmTusPUa3ezbNSECDGAeUALH5VsED4qFhYXyZWcg71399k,yes,yes,
QmTuvPzpGPvKjZGBWiTcubUtqKHfUuUxBirPnWuuNqdL38,yes,yes,
QmTuwwbt8vw3n2wTNeQZUERa4vo3mjNChxE43iBD73m42n,yes,yes,
QmTuxDLW2iudz98KifSJDqQuPtYiLYAg2FQbFxfEbnuRJo,yes,yes,
QmTuz7D9yo66HBGBkVbkxM6GwxckLEswFqrKeBbsw95hhT,yes,yes,
QmTuzaF6Srr7aqWtEMj2zb7RyKwD1tKpNKs1F3DpyLwJ9T,yes,yes,
QmTuzpHbodP1sMBWqg2JN1UVkQ8MEWGVHeqDA8NfgeLsL7,yes,yes,
QmTv1UgfAGis1pDSAQrJ8soPZcR7142Unnh9fW7sd7TW67,yes,yes,
QmTv1ZwNEWWHtKkwZNYszjEb4rhSybs5iq5ehFySgdSjm9,yes,yes,
QmTv1f3NKJ5CsrR8f7wmpTsbVSbm9Yysf19NCysmYW5RNy,yes,yes,
QmTv2f3JsD1FWbqQb3KNEqqfoM1fgTD6pjtGdEHuwWXNLc,yes,yes,
QmTv3brYMaUapRwnqLaqkS1GpVTtMuX3Tm6DBEHtVaEQ37,yes,yes,
QmTv66kUEhLaGyc9YdE6ozqDcF37JE85dSNnCKkRsnBKFG,yes,yes,
QmTv6WuQBADNXRvqHDepM6Xmrn7Kofn9ZyES7AwpkUXiEK,yes,yes,
QmTv6rn8RXmvBLuZ6sXdP5GyhWPWNELTHqYxrNqJCZwUSw,yes,yes,
QmTv7L9ZGr6CMd7RCrCxoyvEoyCJqg718oRZKj2JKAQ31N,yes,yes,
QmTv88x7gCG4xSFU9iUPSAvWy1idCz7yyQnGkirQNHB55r,yes,yes,
QmTv9h4hRXsMejfZ3MJ9ySj9eicQhy4pbQHgffHA5QauU8,yes,yes,
QmTvADPxwhv4VGESL5uPnURbjsdXCbGFNibhyJFZeTwvWt,yes,yes,
QmTvAwKyZWHDUCTfcXpQcaJMyBssNgkVfnQvuKSuYqgwTk,yes,yes,
QmTvCiU7s6YAy7EERrx5qjQADyB8JgEjY6aa5S1hZm8SVp,yes,yes,
QmTvDHYsDUGnqD4Sf5pp6LhpPsmot35MKJ2pRh4qrLYCtA,yes,yes,
QmTvFin4kfh6Txz7DJJbDHsgmFv9J7zv8stm6JUihNCkRB,yes,yes,
QmTvGEbNdML5oHieDBk78rU4YetbJ1Dq33msyJBbpGB8fG,yes,yes,
QmTvJHF43Q8Tc9PLtm72vDL61otyshprdikr3u2fswqVgG,yes,yes,
QmTvJs4j1CQbJeyz24ARBM4CtDZjT7DRXXgTbNLCbazWAY,yes,yes,
QmTvK9K3Qd5BWci5fYjMaEZfLn2DaWcknKnv4GSGAK9Wgo,yes,yes,
QmTvKbYZinFBRRNCAcHqNh7uCMiVQvbFGUHGyd6SfjW65X,yes,yes,
QmTvLim3BoCex8vVWiTcwyR8C2VTcVPxhFM4tTmQhcYJyL,yes,yes,
QmTvN68xrN31yycmxvfHRVvpibnyNtzjjUYrND46vHAGkA,yes,yes,
QmTvNKnHFoUuiR434HHimzwEHr56hxT2ART9WZ2yPigABn,yes,yes,
QmTvPXm9Cn9afWkgAytESkhVCnniTJSDx2ALpUHBQPNykG,yes,yes,
QmTvQLTdrtuGexNWgjP3i1wREEREMZW68e16YJghQnckw1,yes,yes,
QmTvT6byGwYTSAnz4X345yuoB7daLvyBeovxLvNR6bCGB9,yes,yes,
QmTvTNXyquB7hnxZsWfLJ51zyWB83jxdDdtELoi4sSoNTD,yes,yes,
QmTvX2HBoUSkQVRVSwjFwoxYEkL5bQjkpQkFsuUJLaJoxi,yes,yes,
QmTvXSFHiXFmktgRPaRm3FYAkYE7bZwF11qfNnzKWoysuy,yes,yes,
QmTvXf6U9gD67VZe8NUYLW6R4rvfuX5xy3guZzdyHceEpb,yes,yes,
QmTvXyEHHesXLwnqcibAQCVrnthWzbqKu1ZhQPXSGjKdrw,yes,yes,
QmTvZnTRHa9GRSG7PAn5Y8brL9RDbFXtrZcBHGe64x26gy,yes,yes,
QmTvcFe7UMXzZForT5oe7LJmC5hmkm91uyoZtoMbeat4tY,yes,yes,
QmTvcXVLqeq4tmTzdL9WLZKpVML8yrNx8n4v7oRhPEBKVp,yes,yes,
QmTvd3PZPybCsyHYx1cZ1Uu63TymbH74JoaaD14bwXkcsQ,yes,yes,
QmTvdpiM9rxpihi39hQQM8GDnzx7zV2Jaai6cUH4snfFtW,yes,yes,
QmTvdtUmKVtCq4D6q6Ui8zAKDPYx6AZSsXEhJ5xenjqfxL,yes,yes,
QmTvehNUWnY2i6MAy84jQgdTyuevoWtS3ZbBz95DakAxb1,yes,yes,
QmTvgU5xKye8cucKLhMYDvVcZ1LagoscgHHjAck8f7tf8k,yes,yes,
QmTvgzQ3eF2bH9isDwBDudZYNirobzLwG8NjsVeHrkVTDM,yes,yes,
QmTvhFKYgyw79XjEe5qbjfmP4vbWCBbagJQBKFC3pMxVwZ,yes,yes,
QmTvidqdHQzZ11NkmfALkp98sidFs6ocuSfgeDtWhnBc73,yes,yes,
QmTvkTwY1qreHZbY7BhLd1AQc925u76Le6bnPpf2h9Skto,yes,yes,
QmTvmntVzskd5pNVsBqcxrzV2fwm5t6MQe1VdVfQnVgEk1,yes,yes,
QmTvnhNZGusoQBMvF14MrMwWbnCPBB3S7qs9FAdB3K5fiv,yes,yes,
QmTvp5L3KLRa4a53h9BWTLT3df6wXeQXwRtFqt1yijVzEi,yes,yes,
QmTvp9GFuMhiiBh7sbdmMAunjrFqkyUP6CDoQXTGkyWcLX,yes,yes,
QmTvpQ5WjF6UoJYC3yM6pQfoyt6TNRF5DyZgJFyvRwEdSU,yes,yes,
QmTvpdE6jF2KR3xVdhWUxpnNEhRrEYDXXcHk8VvjGqddeU,yes,yes,
QmTvpuwvs4eqKXZNdjjJczJSjxXqRTKETe4WaweJPeLeLy,yes,yes,
QmTvrdXFf6L6iujPVuFwmmrgMykZx5ZEGsgrhDxEjEDhJX,yes,yes,
QmTvrdr2Pbhht33HNeC1yjQQzGfGE89K97ygn5WZ4vCCvc,yes,yes,
QmTvre7WEFMRyB7wGgcd3QR1f6b6DkRjvZ8V7YP4TVGW3o,yes,yes,
QmTvs9dnKkrheL2gQbGgMk868Qb1fJQ2erhWP1ZGkoQ2Dm,yes,yes,
QmTvsF1fur6zqsXF4i1ZsigBeAzWab3BatTNppUL6kzPJE,yes,yes,
QmTvsWx99CzmjtV9s3sb73jYyh5HKX4LKFUi31aGscSnnu,yes,yes,
QmTvsZojj9HGoDv1z5cWKLUHY1hfDAnyYN76gDXFj6TpFA,yes,yes,
QmTvsa7G4wQYkQ7EEnsnHunbG2FYgW1ZmRdv9mrKSSsgjR,yes,yes,
QmTvusWNswv63wxF5f8v1eqwntFd25bK6pnacVmsGQ8mB7,yes,yes,
QmTvwBBgyKEp259mHMvGLSdbuQ9bzQH4SHH8tYzxkYRVbx,yes,yes,
QmTvybvce7J2r3KBZmm3oZrkcNEe4etRpTKxwcXcCYiKLH,yes,yes,
QmTvzZduX98fEiAGTwyUbNjTMRj2XsAuuJxM2C8oJ1odWT,yes,yes,
QmTvzftUTmsf1vW7LaZMqJE4ApgN477XqqiZbiZoHeBwHP,yes,yes,
QmTw3QvacHuRGzZe1RK8V4cCg9AZRmXW291bJVUTECy4hF,yes,yes,
QmTw4Fq2hps7GE9GDzhi4o9357bbQvHUqJhqEHkUce2B34,yes,yes,
QmTw4RHLnYtzyR6M8qfZL7iEUqtGDc2fcyob2LDBvPxE87,yes,yes,
QmTw5SHdNsSu5ZA6ZT2hkfH8bGbVqGDxUNCyrNAxKjd7m2,yes,yes,
QmTw6DUrGFBDRVod4U3csNZN1Md1MLZ5EYUf1s4KFmDL7j,yes,yes,
QmTw6gggPzk8fqDF9XoXWGVu5vVUPqR9GzCkprBzdtiSzD,yes,yes,
QmTw6w1vhGdq7RSget8wC5DudtnJekNJwETFNbDB4bRPXp,yes,yes,
QmTw7hAGMFhpqnnXtF42FiDNrihYGVaEDe75MaqmsbFkzt,yes,yes,
QmTw8qbB92k4SrNqBnmiKxmV6ffEYyF9WJw1D1CMTzLCqj,yes,yes,
QmTw8rSmUCNVXsWwURcW99q1fubKzDGymqBrwctgrqd91F,yes,yes,
QmTw9tRc6Va7fkh8Rqj2kYdFEwfzq446pBTbc5qLyWguCw,yes,yes,
QmTwA3kUrYcW1GKeZvt2oygWiteyda6DDko9teF5An8FeE,yes,yes,
QmTwACJoHyyUxp3CqyVmrtV2U1RyS8buw1NLt1dNfDGZuv,yes,yes,
QmTwAH82pXvauEDDWwSu9FHjMpD9zhnARoTpgbMCpEtsXP,yes,yes,
QmTwANS94bcxRbm3pbaRKsYiRoKjjYGSeygU11Rbgzx4Gv,yes,yes,
QmTwAvHcLm5JhQNSyyzG8XSuZEvynP3fwZvxUWjiCuHWVn,yes,yes,
QmTwDf6iPatt5AKwaQCtCDGcmq3LnpPTggDPmQNcia1pNe,yes,yes,
QmTwEpLUvQ5tQ4S3syvSkoFpXmGjoq9Td9e5udQUg1fTdJ,yes,yes,
QmTwFPLJFmVefKC4gyrDvxa45Fz3nzccgqDi46iAd1Ao5D,yes,yes,
QmTwFdm8ZsH9C2zemv7Qa9pZLSvzSPLCyexwiFSRQ3iCim,yes,yes,
QmTwFrRXtusyYKR37Gz5J2nbwHttbecLfQaxftbT649yUa,yes,yes,
QmTwFzb32whc3P4i9LNZmLPBAoTtEhszAFx8NKiACcawaw,yes,yes,
QmTwG5dyDuqyUqtS8XpF12sxWkkAR7xrZM9wiQHrjEaMdQ,yes,yes,
QmTwG7iGqGk5QsaXVvMVKQB9kqqhEfBrv6tSfxCDsrZzqu,yes,yes,
QmTwGLfA4c49F2wZezrGkbb1CNmdh42zzRrxHXmjNjVpg2,yes,yes,
QmTwGy8BRMVQd7V83rH5fVunA7QRUA1WtpK4a39xc7remp,yes,yes,
QmTwJ4ipsGkLaaCT5M67KGax4QCwFgENKv8yNVBJog582p,yes,yes,
QmTwJ4vMWizm7A3t3UVEeDcTymYKSo7dJBmz1SRWWUeAT9,yes,yes,
QmTwJ9vghy9VLPvcR2eaNKGuLcmxc1WfJLF9DupmTp3uek,yes,yes,
QmTwLiBMRT6y7LH7hT9fayrPhreLSmL8PRKzLYXC6s1E1s,yes,yes,
QmTwMET7LgFVkAHmLeqDUg3o8oV7QZziGs4ZqXugQvDBZL,yes,yes,
QmTwNYNUhSgM529TRh3vUaTesCtAi7GQC5fyAvjn4gVHP9,yes,yes,
QmTwNcZRCNxSKKYY7smfGUjwzFWRwnJQS5XEXNvn4LThfr,yes,yes,
QmTwPikkYUHXqJVRT5RvkWPqvpdmNNVRzufqvcUd3jfK1f,yes,yes,
QmTwPudyjuVk7f43Ncx22Noe3uuPW4ZymHey9XifaVjX5z,yes,yes,
QmTwQFMcamgoKjZocH8AV2RCKetiVvGxobz1YoPjEd3cSs,yes,yes,
QmTwRFxoDXCXNUutFneHhFjdt4sRafXWEN7mSr4qRmFus7,yes,yes,
QmTwSBdREhdrrGejsRAm53bhiUXHix2zGMXJkNkShdrJbe,yes,yes,
QmTwT4b2vSwjGmMUtXakhe7x3cxn1Dc5mYDQUBHGBgik2F,yes,yes,
QmTwT6Ken1MtLtAAsQ5Q9uknPtDrz5LEMrTTPkRivrkRF6,yes,yes,
QmTwTDq3DZAHCrtf4jGLVFqGnSbXibogmjZzidzbfBhcoL,yes,yes,
QmTwTXgkcZp1PZcdevobFb5zv3bbnXd4J1XiRYnmBVMMXM,yes,yes,
QmTwTgAQZWCwfx9yb8uFW8MqMLDGL1oPYZ2SDaz3hPrhgU,yes,yes,
QmTwU1tnswwZZSK6APVdVT6HUNDvTEijgpUQWBKSfY73k8,yes,yes,
QmTwVnHb8d25vq8PDu5eoXxmjRr3AjoP4PcHKWdkGQgvzG,yes,yes,
QmTwWAasjSHNEj7AXxwzRqaXy4J7UfZhRtWyQC6XN4etMp,yes,yes,
QmTwWS1X4o38QeQmFNKnqPvzNnaUodCJZBVUdbjWpi4xuC,yes,yes,
QmTwX5uxvDTmPkvX6SKwvZeYvtqTR3YWwYQ43hhoaviQzW,yes,yes,
QmTwYnD9Bj3iX4D6GkmLZX8g5RCa2GzzkHT21tc9Rmoiqy,yes,yes,
QmTwYpCbwbTZKHSxdvXnF8mLputhwR5YPqfGHpyf7vJJQL,yes,yes,
QmTwYxjgscF5YLfHnVRNPmujZqYLupPZ5hLrQJh4hbsFSm,yes,yes,
QmTwZvGQx6swzkdCenvNp1mwXb9JaiXGM12YgMgT4xhJKw,yes,yes,
QmTwaXGvbfstiHr1V26wSW8RfykXPzLQ3gxybTM4rVQwMG,yes,yes,
QmTwbTykyefbZSw6d35pjPN2ykyve434gVzRjLGJwLmCP7,yes,yes,
QmTwbmuZRhL7eqDhPLRQMfHC5z3ZJwuUAZikZAk7m89XDY,yes,yes,
QmTwbnLFG1TwBVdDZt2KpgAtge3As1wfJ8gujFAW87rMSU,yes,yes,
QmTwcDf67pt5AqbMPFNKcQ7LtkA6WBcFbmU5ELe5Fx1e3d,yes,yes,
QmTwchadjZsMhosajJSKVgfqCgpcqGQEeiDvtLAKEgfebc,yes,yes,
QmTwdBhEwjmfUPjYtfAcHNyovFe2nUSE5oueRzcqLFkeGW,yes,yes,
QmTwfb6hsiHgR3U5U9VWs6qpMpNCuHur9uMh1DYnhPsbPh,yes,yes,
QmTwgGeKJCJc4mrtryjHvhUkrtQrbCd6dyGvgKic23HVYq,yes,yes,
QmTwgP5z2rxcn58XA7xVGezGKhJMnPffU5YkT6nqiKBZNC,yes,yes,
QmTwhDW5m3QrDiNoCiyKkpna1RAiwCWAfwRiUgnLoymHHJ,yes,yes,
QmTwhoQaD1ykoN3nCMko2xBu84j4pCTTfyRPuAJyA4mdQx,yes,yes,
QmTwiTStFX8rv4FBPdAm7LPQgUs8nMXqQa1N7kLJd4kxXp,yes,yes,
QmTwmWUSPWresJiHWMUCipJgwpyKu23SdA8evS3NUNSnN6,yes,yes,
QmTwmX8pAXhm2d3e3PBBuaB7j5qTk9jdVfc7VfZxKLWRax,yes,yes,
QmTwnRYDCuC3zkUfC5wNDrG327u6mo4jntxrTxTaPKfwxV,yes,yes,
QmTwneijn7jMRdE6s6MNmaZP9pSatfAjthEBHaAHv2mbo5,yes,yes,
QmTwo1qe7rdnKWVCSA9ptf8gtKg1gF7AzEprQAN5DZobcm,yes,yes,
QmTwrAXWiV2s3761th8b4xWub2xZf7kkbE7gwNM1Lcu3xb,yes,yes,
QmTwsksE3RF6ZR8Tm4bMm4xLaqFckMriEpG5itQK4gjSkH,yes,yes,
QmTwtXPYBZCWtmbMMYt4TowDyuFUN9R1PMLUkqiZ7m6kzZ,yes,yes,
QmTwvVWmxBrHHg6PksYSSvD82NSEtYZcZR4fdXAM6mJapU,yes,yes,
QmTww96dd5eRxeuTBwwVKJYSrSFMEGociJmMQGPcAGep8m,yes,yes,
QmTwwLLU7rQ6AW5WBHCaKd7iNVrzYVSahLkXya1wLSEizE,yes,yes,
QmTwxaNntPEUYWMfywQPcNCUpAsLkE7b5EyoX2e7cjQLrq,yes,yes,
QmTwz22AV6fUaN3BxFoMGR6SpRX8YEoTazay9fm3ZPdqkL,yes,yes,
QmTwzLu3Z3teQ1NPFmieYwBcM9tgPLXPGkUC9yqRmsh11p,yes,yes,
QmTx258feREatxgzCaVmNeD3JthpC5Dp6ASNsdEGdkq2An,yes,yes,
QmTx2CBAH6ZkMic6muTwfKnJpajGEbSgm61hYuvzc2G9vm,yes,yes,
QmTx42KiyUMFbg7LqYsP6HKUiTJwf4yVC1KdNTdRGAEbJG,yes,yes,
QmTx4QMtaQcT7TvU7wfbmR1fy8VPkuXpaWTe7BtjJ8gJKE,yes,yes,
QmTx4rcy9y4Bu8MZzu56uSMgW9RSyPCqcMviAribLWq4XC,yes,yes,
QmTx51gHz9rS7oqmyMjbRYH7jdwNWoKKY1WjviroP36s3F,yes,yes,
QmTx52W5VRvW2P6LesN1PWPKEHNMGrM8G31ctmTxs14hQw,yes,yes,
QmTx58xv9TNiiNHAYE5o5uEaxyi6XeDeFG7grYyZXoySMK,yes,yes,
QmTx5kTGRfNcv5xK1gWrunxJqmQyhkVAKSMme9pQUDmNBM,yes,yes,
QmTx5o1RssV3nGiTGBnSwdm1iyZQym9VbLkZLkm94iGtPJ,yes,yes,
QmTx8FP4CXq3UzdszBguuXC9Nji533wkMsCXLXfK7iaSeK,yes,yes,
QmTxA1hdGjfviu6ntEisJZmozusRuNCkC2eckvHRZFFAu3,yes,yes,
QmTxAh2UR9GsqXsWLt6PKiZyEwDm4JXxNPQVPt3LkCob7u,yes,yes,
QmTxBGJsjGrEyX4XDCMYWuYxG6ZsoJ9DPwYytJyC2uiqvH,yes,yes,
QmTxBVpFYJhWE3J9MFSdPP8ZVzGkjXwHqiVbWzanmMgbyQ,yes,yes,
QmTxCGbNaptjq6GVRjuddLuTXzD6LxWmnxXhjcevXA5dk4,yes,yes,
QmTxCKZiccdmGH2yMNxUPJePGN8EaBN5s4jaroihVMTTZB,yes,yes,
QmTxFxR8YHVureRSyBRpJ2PhSM2VEQcNMDQQx2EcrvWbiW,yes,yes,
QmTxK9StQzNeG2KP3ZbziNSih8oepMmLamJpkYbh3EQ6PY,yes,yes,
QmTxLTvQ3n99BQR3YfTiSKZgChuYFRLoiW1LASReAprwrN,yes,yes,
QmTxMDMVnctQYQtMWHn7FafYPE22c1ockMPzVYzjjtJs3a,yes,yes,
QmTxMnmJq3tRXBuVtj68B7KspmS7X1i72KP9QT5RYPunZF,yes,yes,
QmTxNLQHBJxycXSoFhKXwXutdX3dYSbVSbFxks4HtResTh,yes,yes,
QmTxPvbPnw18nyqWDriMVQrJD1EGqrNcTv1BLtYC5jrjMK,yes,yes,
QmTxQRTb3pAw6n8k24QEhJRtEbaJ1qeJ2qZqZDPGfLf94C,yes,yes,
QmTxQT7FygQbjkTiKnMUNXeZREvJBrx8kNay9nsfEMUD62,yes,yes,
QmTxRXQ7HYXRHzWfLg3vTqis5QFBuidd1sTajA4UrYkF9g,yes,yes,
QmTxTPXrQnwAg351qwMSQnc7S8YHWUNyUECiQG9NgZQ3CJ,yes,yes,
QmTxTcrR9UdH5jeP6hsnyCDkUMXesk393bwC1EYEZseJ8R,yes,yes,
QmTxVFWhnqgPseCXdW2ti8gRj58juZnxtMfZPdUEKrERaS,yes,yes,
QmTxVaZBCaLpmcx2xUGKMjrqi8SBL4S5fLQKfc1MTMnfkS,yes,yes,
QmTxYYuPGXsr9XygwUEJtbgofD9TgakqRzNaQLv6kk6StN,yes,yes,
