"contract","exhibition","series_id","series_title","explicit_uuid","effective_uuid","state","collection_name_base"
"0x614d5475FE81ef4b6Dd8093b5C73EfEEE03167e0",Console Spirituality,"31452a50-518f-4620-9973-8f16da2fe57c","Uxkme / Morphogenic Angels: I know who I am, although I have forgotten who I am",,"31452a50-518f-4620-9973-8f16da2fe57c",FALLBACK(series.id),"Uxkme / Morphogenic Angels: I know who I am, although I have forgotten who I am"
"0x614d5475FE81ef4b6Dd8093b5C73EfEEE03167e0",Console Spirituality,"45095426-61c8-40d1-b985-713062620744",Xibam / Eternal Nurture: Sometimes my spirit runs away from me,,"45095426-61c8-40d1-b985-713062620744",FALLBACK(series.id),Xibam / Eternal Nurture: Sometimes my spirit runs away from me
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,"7dc28901-7e2e-40ac-bc03-fb82718a223c",COJARETTE,"3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9","3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9",FROZEN(explicit),CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,"82dcf3d9-56ba-40bf-b57d-3a631bbdb7d5",CRAWL,,"82dcf3d9-56ba-40bf-b57d-3a631bbdb7d5",FALLBACK(series.id),CRAWL
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,"0a954c31-d336-4e37-af0f-ec336c064879",CRAWL MULTI LEVEL,,"0a954c31-d336-4e37-af0f-ec336c064879",FALLBACK(series.id),CRAWL MULTI LEVEL
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,"9b7bc96c-4805-4018-a51e-de46577ba695",DAGAREMOTO,"3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9","3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9",FROZEN(explicit),CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,"49fc6bfe-fae5-4c41-9318-0c0791c610b2",HYPHADEV,"3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9","3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9",FROZEN(explicit),CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,"81a059ef-0268-416e-9ec4-86857cc48a38",KICK-NELINE,"3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9","3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9",FROZEN(explicit),CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,d37dca13-3966-4801-8779-04cbac4a0ca1,LAMOSEA,"3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9","3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9",FROZEN(explicit),CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,ad7c970e-e07e-4f2c-90a2-195165928bcc,MINAREA,"3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9","3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9",FROZEN(explicit),CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,e6b8db26-3ca5-4a24-896f-6fe9a76a12a2,NOTOPORE,"3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9","3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9",FROZEN(explicit),CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,"3d4fe94b-a952-40f3-a939-2a1b23e4cd10",RAYATRONTOA,"3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9","3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9",FROZEN(explicit),CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,"1143e5a1-dca3-443e-bee6-944a697aedad",SITEDCHLO,"3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9","3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9",FROZEN(explicit),CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley
"0x81c882c59799eA442317D020c39174AaAa8d7FC7",CRAWL,"6168b2a7-8700-4b76-87f3-70c7edbe2a85",SONGKNOTLIRA,"3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9","3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9",FROZEN(explicit),CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley
"0xBE0A4E26a156B2a60cF515E86b3Df9756DEE1952",crystalline work,"4e7c1eba-7c17-4c38-9454-36c72ae98249",crystalline work (arctic),,"4e7c1eba-7c17-4c38-9454-36c72ae98249",FALLBACK(series.id),crystalline work (arctic)
"0x60d0e7d2Ce6558d0a993693c4612fF9a642C5433",Da Nang Review,db6e39b0-4500-48d7-ac83-398a877006de,Da Nang Landscape,,db6e39b0-4500-48d7-ac83-398a877006de,FALLBACK(series.id),Da Nang Landscape
"0x60d0e7d2Ce6558d0a993693c4612fF9a642C5433",Da Nang Review,a8a5d95b-f68d-4802-9f5f-2767c365474c,Da Nang Lanscape,,a8a5d95b-f68d-4802-9f5f-2767c365474c,FALLBACK(series.id),Da Nang Lanscape
"0x051E50D8465417e58899FD48C3b0Fc0CA3Dd4B6a",DATALAND: Rainforest – WEF 2024 Memento,f0f2f42e-d24f-44a2-85a1-4d85aa84c9ee,DATALAND: Rainforest – WEF 2024 Memento,,f0f2f42e-d24f-44a2-85a1-4d85aa84c9ee,FALLBACK(series.id),DATALAND: Rainforest – WEF 2024 Memento
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"9d8ba8bc-1e6e-4dbe-acbe-9c2cbf8d793a",E-volved Formula #01,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,a2ec59c2-a56e-488c-9fdf-a67e04117337,E-volved Formula #02,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"04f89cc6-7042-4eed-9566-b46d78621ef3",E-volved Formula #03,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,dfb66bb8-1f6e-45f6-b18d-8b9c070f345f,E-volved Formula #04,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"7a6b063b-638e-4b39-9116-21a9f77f52a2",E-volved Formula #05,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,f247bc81-b318-4682-9678-0107a53dd6ec,E-volved Formula #06,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"00afe566-666c-4503-bdc1-b3d50b75e7a3",E-volved Formula #07,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"5f9b3499-a222-4db8-9819-93476cddad3b",E-volved Formula #08,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"6bf16a3e-74ce-4cb8-88dd-5d759649fbc5",E-volved Formula #09,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"6bbf0654-f674-4fda-a1c0-48f2fa0a0784",E-volved Formula #10,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"03c214ff-a9f1-4731-a6a4-79335f9fe6d7",E-volved Formula #11,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,dbec51af-3c01-4824-bd91-a21a3b23eaed,E-volved Formula #12,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"1b605863-0e96-4380-b90f-e5211f96c071",E-volved Formula #13,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"58b77db4-51c0-4199-a36f-9fdbaa802477",E-volved Formula #14,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"8ea87e8d-51c1-411a-b3d6-cf1c86e14747",E-volved Formula #15,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,d0f8e49a-ff14-4dd3-8e9f-610511318b8d,E-volved Formula #16,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,db81d1a6-f70e-4665-862a-000417c28877,E-volved Formula #17,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"3645c044-192b-41a8-a094-2d77213afadf",E-volved Formula #18,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,e8e9f20b-1c6e-4528-b768-aa1a32deb31b,E-volved Formula #19,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,e1964643-d46f-4c3c-aaf1-b77ae595b6f9,E-volved Formula #20,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"3273f7b9-102c-4e87-96af-a8fab3db7158",E-volved Formula #21,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"10b93289-a501-4b34-b0a5-514f70a83a1b",E-volved Formula #22,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0xFfE213c3faA18B4B80aC1658C363D471dC745886",E-volved Formulae,"8cf47dfe-e6d2-4e3e-9413-904d8b2a4a94",E-volved Formula #23,"796f9fd9-d405-451c-a584-d9f21222c6dd","796f9fd9-d405-451c-a584-d9f21222c6dd",FROZEN(explicit),E-volved Formulae by Driessens & Verstappen
"0x32c07ADE321B90813220F5064842B1F34A59f322",Ex Nihilo,"5437c7a8-08f7-4747-9404-8d8534851bf7",COSMOS–SIMULACRUM–RGB–7087313-353-371,"2b290b34-46db-4b14-b411-9b30f68ae208","2b290b34-46db-4b14-b411-9b30f68ae208",FROZEN(explicit),Ex Nihilo by Casey REAS
"0x32c07ADE321B90813220F5064842B1F34A59f322",Ex Nihilo,"1ec610e8-aff6-46c7-8c2d-1698bbdb1d8f",COSMOS–SIMULACRUM–RGB–7105313-170-455,"2b290b34-46db-4b14-b411-9b30f68ae208","2b290b34-46db-4b14-b411-9b30f68ae208",FROZEN(explicit),Ex Nihilo by Casey REAS
"0x32c07ADE321B90813220F5064842B1F34A59f322",Ex Nihilo,"497d82a5-a6f1-4dd6-81c2-1db97db807ec",COSMOS–SIMULACRUM–RGB–7135313-183-489,"2b290b34-46db-4b14-b411-9b30f68ae208","2b290b34-46db-4b14-b411-9b30f68ae208",FROZEN(explicit),Ex Nihilo by Casey REAS
"0x32c07ADE321B90813220F5064842B1F34A59f322",Ex Nihilo,"0b80c8a6-986f-4bfb-a289-a84585e61ab9",SIMULACRUM (E-P-01),"2b290b34-46db-4b14-b411-9b30f68ae208","2b290b34-46db-4b14-b411-9b30f68ae208",FROZEN(explicit),Ex Nihilo by Casey REAS
"0x32c07ADE321B90813220F5064842B1F34A59f322",Ex Nihilo,"1593439c-084d-4f3e-9644-8f450d0030d7",SIMULACRUM (E-P-02),"2b290b34-46db-4b14-b411-9b30f68ae208","2b290b34-46db-4b14-b411-9b30f68ae208",FROZEN(explicit),Ex Nihilo by Casey REAS
"0x87355Eb83C0772e1d96C1BbfD03c5e05A872197e",Feral File Internal - English Auction,"7a65fe84-ee2a-48f2-aed0-3ab98940ffc8",Feral File Internal - English Auction An Ha Ngoc,,"7a65fe84-ee2a-48f2-aed0-3ab98940ffc8",FALLBACK(series.id),Feral File Internal - English Auction An Ha Ngoc
"0x87355Eb83C0772e1d96C1BbfD03c5e05A872197e",Feral File Internal - English Auction,"130b0ae9-2c45-44c4-a2e2-62677fb8dff7",Feral File Internal - English Auction Nu.N,,"130b0ae9-2c45-44c4-a2e2-62677fb8dff7",FALLBACK(series.id),Feral File Internal - English Auction Nu.N
"0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4",Field Guide,e6041b92-79ff-4ebe-a9b1-b9e7b089046d,Blooming Valetudinarian,,e6041b92-79ff-4ebe-a9b1-b9e7b089046d,FALLBACK(series.id),Blooming Valetudinarian
"0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4",Field Guide,"0698273e-13fc-43e9-910e-0f6d81827a01",Entity,,"0698273e-13fc-43e9-910e-0f6d81827a01",FALLBACK(series.id),Entity
"0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4",Field Guide,c6b9fe72-76f2-4c2e-93b5-5251a5b222f6,Environment,,c6b9fe72-76f2-4c2e-93b5-5251a5b222f6,FALLBACK(series.id),Environment
"0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4",Field Guide,"8d97e575-0837-4092-bca1-10d58195e414",hedgerow still life,,"8d97e575-0837-4092-bca1-10d58195e414",FALLBACK(series.id),hedgerow still life
"0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4",Field Guide,d137c01a-2c3b-427e-8de4-a7e5677aaeda,Hypothetically Macro,,d137c01a-2c3b-427e-8de4-a7e5677aaeda,FALLBACK(series.id),Hypothetically Macro
"0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4",Field Guide,"412f980a-0fbc-4458-983a-85a1d81b6371",Hypothetically Micro,,"412f980a-0fbc-4458-983a-85a1d81b6371",FALLBACK(series.id),Hypothetically Micro
"0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4",Field Guide,de90a7b8-c71c-4ffd-8f3f-365796469bc0,In Search of Your Digital Self,,de90a7b8-c71c-4ffd-8f3f-365796469bc0,FALLBACK(series.id),In Search of Your Digital Self
"0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4",Field Guide,c35a9579-e93c-4c57-9b02-7a923d8fd66a,Malade Imaginaire,,c35a9579-e93c-4c57-9b02-7a923d8fd66a,FALLBACK(series.id),Malade Imaginaire
"0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4",Field Guide,de81b4e2-0ece-4969-bb0f-2adb62cb2d4e,neural swarm,,de81b4e2-0ece-4969-bb0f-2adb62cb2d4e,FALLBACK(series.id),neural swarm
"0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4",Field Guide,a7d428ec-48e2-492b-a6f1-36d7cadf3da7,The Future of Your Digital Space,,a7d428ec-48e2-492b-a6f1-36d7cadf3da7,FALLBACK(series.id),The Future of Your Digital Space
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,a566dd50-6194-4e88-8aec-59cebbc1ed55,A Rose by Any Other Name,,a566dd50-6194-4e88-8aec-59cebbc1ed55,FALLBACK(series.id),A Rose by Any Other Name
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,"9841c727-f5c8-40e4-b995-0716eeff843f",Daemon (cene),,"9841c727-f5c8-40e4-b995-0716eeff843f",FALLBACK(series.id),Daemon (cene)
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,"8711ddf0-0474-4a8d-a5ec-30c7f42977df",Daemon (chaos),,"8711ddf0-0474-4a8d-a5ec-30c7f42977df",FALLBACK(series.id),Daemon (chaos)
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,f503f9fe-276c-4519-92b7-8a2239cfa489,Fractura,,f503f9fe-276c-4519-92b7-8a2239cfa489,FALLBACK(series.id),Fractura
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,"31a680b4-c00a-4eac-8729-cba633c91c54",Ganxillo,,"31a680b4-c00a-4eac-8729-cba633c91c54",FALLBACK(series.id),Ganxillo
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,c66d0636-30c1-4227-819c-0e69924fc7a1,Marine Emojidiversity,,c66d0636-30c1-4227-819c-0e69924fc7a1,FALLBACK(series.id),Marine Emojidiversity
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,"094b8bd3-a89b-4127-937f-faef6c6eee96",One Million Manga Pages,,"094b8bd3-a89b-4127-937f-faef6c6eee96",FALLBACK(series.id),One Million Manga Pages
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,f3170ca8-2a0d-49ac-b307-d20fbfb15b0d,Patterns of Activation (gardens of the galaxy),,f3170ca8-2a0d-49ac-b307-d20fbfb15b0d,FALLBACK(series.id),Patterns of Activation (gardens of the galaxy)
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,"19c097b4-c440-44e9-b6a8-eb97f3b4513a",sextape,,"19c097b4-c440-44e9-b6a8-eb97f3b4513a",FALLBACK(series.id),sextape
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,"25a3d5d3-43a6-495e-bf18-e0583fa11f72",Smart Cut,,"25a3d5d3-43a6-495e-bf18-e0583fa11f72",FALLBACK(series.id),Smart Cut
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,"31eb3d1f-9bf5-4f87-b1ea-b9a4a98a348b",smoking-vase-1,,"31eb3d1f-9bf5-4f87-b1ea-b9a4a98a348b",FALLBACK(series.id),smoking-vase-1
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,ce3a3a9a-e894-40a1-b531-95027b1328eb,ماه طلعت، Moon-faced,,ce3a3a9a-e894-40a1-b531-95027b1328eb,FALLBACK(series.id),ماه طلعت، Moon-faced
"0x6DBa130221A1C39f6623908A136976686050059a",For Your Eyes Only,"79cb077a-355b-4694-a787-f023abf070de",ᖴᗩᑕIᗩᒪᔕ I,,"79cb077a-355b-4694-a787-f023abf070de",FALLBACK(series.id),ᖴᗩᑕIᗩᒪᔕ I
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,c974b77f-3734-4952-9cea-1dcd591cc48d,Blue Veil,,c974b77f-3734-4952-9cea-1dcd591cc48d,FALLBACK(series.id),Blue Veil
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,"50aa02eb-dccf-4003-99a2-69a1f62cb337",Caylx,,"50aa02eb-dccf-4003-99a2-69a1f62cb337",FALLBACK(series.id),Caylx
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,"1b205395-6654-4174-b170-45c82866270b",COUNT ZERO FOUR,,"1b205395-6654-4174-b170-45c82866270b",FALLBACK(series.id),COUNT ZERO FOUR
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,c40d0e81-c8dd-44a3-9fc8-2caa36101516,D. Flagellum,,c40d0e81-c8dd-44a3-9fc8-2caa36101516,FALLBACK(series.id),D. Flagellum
