collection_uuid,collection_name,series_id,series_title,exhibition,eth_contracts,note
7b70df63-d20f-44bb-9026-be9e824f0cf8,MONOPOLY SET by Peter Burr,7b70df63-d20f-44bb-9026-be9e824f0cf8,MONOPOLY SET,BOOM TOWN,0x14a62abFEC0e09159fBE9c050F3B03044fC7ea52,
24e7d8fd-01b9-4673-9f46-6f69118feda1,BOOM TOWN by Peter Burr,d9002d0a-d209-43da-b71b-f4a9c0024af5,OFFICE PARK,BOOM TOWN,0x6003994adECA13407E8dbEE808280CC3EF2ab820,
24e7d8fd-01b9-4673-9f46-6f69118feda1,BOOM TOWN by Peter Burr,d247736f-14d8-4e9a-8408-3f2328ae4459,POWER PLANT,BOOM TOWN,0x6003994adECA13407E8dbEE808280CC3EF2ab820,
24e7d8fd-01b9-4673-9f46-6f69118feda1,BOOM TOWN by Peter Burr,8d857653-9b06-4789-bf98-b5646b0c3f47,SHOPPING PLAZA,BOOM TOWN,0x6003994adECA13407E8dbEE808280CC3EF2ab820,
24e7d8fd-01b9-4673-9f46-6f69118feda1,BOOM TOWN by Peter Burr,9de55d58-68f1-455a-9a41-4296ecc56cad,WAREHOUSE,BOOM TOWN,0x6003994adECA13407E8dbEE808280CC3EF2ab820,
87d406ed-010f-4b76-91a2-41bcec98f51a,COLORS OF NOISE by Kim Asendorf,87d406ed-010f-4b76-91a2-41bcec98f51a,COLORS OF NOISE,COLORS OF NOISE,0xD156b0297f33Ddd706Ddeb018371FFDf02868e79,
3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,7dc28901-7e2e-40ac-bc03-fb82718a223c,COJARETTE,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
82dcf3d9-56ba-40bf-b57d-3a631bbdb7d5,CRAWL by Travess Smalley,82dcf3d9-56ba-40bf-b57d-3a631bbdb7d5,CRAWL,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
0a954c31-d336-4e37-af0f-ec336c064879,CRAWL MULTI LEVEL by Travess Smalley,0a954c31-d336-4e37-af0f-ec336c064879,CRAWL MULTI LEVEL,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,9b7bc96c-4805-4018-a51e-de46577ba695,DAGAREMOTO,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,49fc6bfe-fae5-4c41-9318-0c0791c610b2,HYPHADEV,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,81a059ef-0268-416e-9ec4-86857cc48a38,KICK-NELINE,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,d37dca13-3966-4801-8779-04cbac4a0ca1,LAMOSEA,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,ad7c970e-e07e-4f2c-90a2-195165928bcc,MINAREA,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,e6b8db26-3ca5-4a24-896f-6fe9a76a12a2,NOTOPORE,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,3d4fe94b-a952-40f3-a939-2a1b23e4cd10,RAYATRONTOA,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,1143e5a1-dca3-443e-bee6-944a697aedad,SITEDCHLO,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,6168b2a7-8700-4b76-87f3-70c7edbe2a85,SONGKNOTLIRA,CRAWL,0x81c882c59799eA442317D020c39174AaAa8d7FC7,
91eda99c-03a0-4821-9726-eb9c31e12ab4,Okra Continuum by Stephanie Dinkins,91eda99c-03a0-4821-9726-eb9c31e12ab4,Okra Continuum,Chain Reaction,0xc4f0ee96676D3de800b9725eb628DE1C5a0CBea1,
3a69abd1-7a86-4538-96ed-972252fc2ca0,Public View / Private View by Jennifer and Kevin McCoy,3a69abd1-7a86-4538-96ed-972252fc2ca0,Public View / Private View,Chain Reaction,0xc4f0ee96676D3de800b9725eb628DE1C5a0CBea1,
fb935df6-9ee2-4f45-aa0c-c31367aa6962,Seed Protocol - Dynamical Lunar Indigenous Time (DLITE) 43:28:22.0004124 by Amelia Winger-Bearskin,fb935df6-9ee2-4f45-aa0c-c31367aa6962,Seed Protocol - Dynamical Lunar Indigenous Time (DLITE) 43:28:22.0004124,Chain Reaction,0xc4f0ee96676D3de800b9725eb628DE1C5a0CBea1,
4a747b91-c7a5-41ea-a4a3-4b958d95ab00,Silva Ex Machina by Alfredo Salazar-Caro,4a747b91-c7a5-41ea-a4a3-4b958d95ab00,Silva Ex Machina,Chain Reaction,0xc4f0ee96676D3de800b9725eb628DE1C5a0CBea1,
5041f962-1cde-463a-a68b-8fc4b12acad0,Synchronicities by Sara Ludy,5041f962-1cde-463a-a68b-8fc4b12acad0,Synchronicities,Chain Reaction,0xc4f0ee96676D3de800b9725eb628DE1C5a0CBea1,
f56c905f-1a43-4759-b110-a684805ac2b6,The Dorises - Oystercraft from silicon to saltwater by Ira Greenberg and Marina Zurkow,f56c905f-1a43-4759-b110-a684805ac2b6,The Dorises - Oystercraft from silicon to saltwater,Chain Reaction,0xc4f0ee96676D3de800b9725eb628DE1C5a0CBea1,
4538a452-7e21-46e4-bf3d-5b7cf1e08894,Angelcores & Heavenly Sprites by Sabato Visconti,4538a452-7e21-46e4-bf3d-5b7cf1e08894,Angelcores & Heavenly Sprites,Console Spirituality,0x614d5475FE81ef4b6Dd8093b5C73EfEEE03167e0,
8379d2a7-575f-4cde-aade-18b2aa044f7e,Data Pilgrims 01 by Emi Kusano,8379d2a7-575f-4cde-aade-18b2aa044f7e,Data Pilgrims 01,Console Spirituality,0x614d5475FE81ef4b6Dd8093b5C73EfEEE03167e0,
a3613c63-074d-4aaa-847d-b23a77512a90,Dungeoneer by John Provencher,a3613c63-074d-4aaa-847d-b23a77512a90,Dungeoneer,Console Spirituality,0x614d5475FE81ef4b6Dd8093b5C73EfEEE03167e0,
31452a50-518f-4620-9973-8f16da2fe57c,"Uxkme / Morphogenic Angels: I know who I am, although I have forgotten who I am by Keiken & Gabriel Massan",31452a50-518f-4620-9973-8f16da2fe57c,"Uxkme / Morphogenic Angels: I know who I am, although I have forgotten who I am",Console Spirituality,0x614d5475FE81ef4b6Dd8093b5C73EfEEE03167e0,
45095426-61c8-40d1-b985-713062620744,Xibam / Eternal Nurture: Sometimes my spirit runs away from me by Keiken & Gabriel Massan,45095426-61c8-40d1-b985-713062620744,Xibam / Eternal Nurture: Sometimes my spirit runs away from me,Console Spirituality,0x614d5475FE81ef4b6Dd8093b5C73EfEEE03167e0,
f0f2f42e-d24f-44a2-85a1-4d85aa84c9ee,DATALAND: Rainforest – WEF 2024 Memento by Refik Anadol,f0f2f42e-d24f-44a2-85a1-4d85aa84c9ee,DATALAND: Rainforest – WEF 2024 Memento,DATALAND: Rainforest – WEF 2024 Memento,0x051E50D8465417e58899FD48C3b0Fc0CA3Dd4B6a,
db6e39b0-4500-48d7-ac83-398a877006de,Da Nang Landscape by An.H,db6e39b0-4500-48d7-ac83-398a877006de,Da Nang Landscape,Da Nang Review,0x60d0e7d2Ce6558d0a993693c4612fF9a642C5433,
a8a5d95b-f68d-4802-9f5f-2767c365474c,Da Nang Lanscape by KNDN,a8a5d95b-f68d-4802-9f5f-2767c365474c,Da Nang Lanscape,Da Nang Review,0x60d0e7d2Ce6558d0a993693c4612fF9a642C5433,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,9d8ba8bc-1e6e-4dbe-acbe-9c2cbf8d793a,E-volved Formula #01,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,a2ec59c2-a56e-488c-9fdf-a67e04117337,E-volved Formula #02,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,04f89cc6-7042-4eed-9566-b46d78621ef3,E-volved Formula #03,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,dfb66bb8-1f6e-45f6-b18d-8b9c070f345f,E-volved Formula #04,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,7a6b063b-638e-4b39-9116-21a9f77f52a2,E-volved Formula #05,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,f247bc81-b318-4682-9678-0107a53dd6ec,E-volved Formula #06,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,00afe566-666c-4503-bdc1-b3d50b75e7a3,E-volved Formula #07,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,5f9b3499-a222-4db8-9819-93476cddad3b,E-volved Formula #08,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,6bf16a3e-74ce-4cb8-88dd-5d759649fbc5,E-volved Formula #09,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,6bbf0654-f674-4fda-a1c0-48f2fa0a0784,E-volved Formula #10,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,03c214ff-a9f1-4731-a6a4-79335f9fe6d7,E-volved Formula #11,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,dbec51af-3c01-4824-bd91-a21a3b23eaed,E-volved Formula #12,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,1b605863-0e96-4380-b90f-e5211f96c071,E-volved Formula #13,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,58b77db4-51c0-4199-a36f-9fdbaa802477,E-volved Formula #14,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,8ea87e8d-51c1-411a-b3d6-cf1c86e14747,E-volved Formula #15,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,d0f8e49a-ff14-4dd3-8e9f-610511318b8d,E-volved Formula #16,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,db81d1a6-f70e-4665-862a-000417c28877,E-volved Formula #17,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,3645c044-192b-41a8-a094-2d77213afadf,E-volved Formula #18,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,e8e9f20b-1c6e-4528-b768-aa1a32deb31b,E-volved Formula #19,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,e1964643-d46f-4c3c-aaf1-b77ae595b6f9,E-volved Formula #20,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,3273f7b9-102c-4e87-96af-a8fab3db7158,E-volved Formula #21,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,10b93289-a501-4b34-b0a5-514f70a83a1b,E-volved Formula #22,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
796f9fd9-d405-451c-a584-d9f21222c6dd,E-volved Formulae by Driessens & Verstappen,8cf47dfe-e6d2-4e3e-9413-904d8b2a4a94,E-volved Formula #23,E-volved Formulae,0xFfE213c3faA18B4B80aC1658C363D471dC745886,
2b290b34-46db-4b14-b411-9b30f68ae208,Ex Nihilo by Casey REAS,5437c7a8-08f7-4747-9404-8d8534851bf7,COSMOS–SIMULACRUM–RGB–7087313-353-371,Ex Nihilo,0x32c07ADE321B90813220F5064842B1F34A59f322,
2b290b34-46db-4b14-b411-9b30f68ae208,Ex Nihilo by Casey REAS,1ec610e8-aff6-46c7-8c2d-1698bbdb1d8f,COSMOS–SIMULACRUM–RGB–7105313-170-455,Ex Nihilo,0x32c07ADE321B90813220F5064842B1F34A59f322,
2b290b34-46db-4b14-b411-9b30f68ae208,Ex Nihilo by Casey REAS,497d82a5-a6f1-4dd6-81c2-1db97db807ec,COSMOS–SIMULACRUM–RGB–7135313-183-489,Ex Nihilo,0x32c07ADE321B90813220F5064842B1F34A59f322,
2b290b34-46db-4b14-b411-9b30f68ae208,Ex Nihilo by Casey REAS,0b80c8a6-986f-4bfb-a289-a84585e61ab9,SIMULACRUM (E-P-01),Ex Nihilo,0x32c07ADE321B90813220F5064842B1F34A59f322,
2b290b34-46db-4b14-b411-9b30f68ae208,Ex Nihilo by Casey REAS,1593439c-084d-4f3e-9644-8f450d0030d7,SIMULACRUM (E-P-02),Ex Nihilo,0x32c07ADE321B90813220F5064842B1F34A59f322,
e6041b92-79ff-4ebe-a9b1-b9e7b089046d,Blooming Valetudinarian by Ilya Shkipin,e6041b92-79ff-4ebe-a9b1-b9e7b089046d,Blooming Valetudinarian,Field Guide,0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4,
0698273e-13fc-43e9-910e-0f6d81827a01,Entity by Jared S Tarbell,0698273e-13fc-43e9-910e-0f6d81827a01,Entity,Field Guide,0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4,
c6b9fe72-76f2-4c2e-93b5-5251a5b222f6,Environment by Jared S Tarbell,c6b9fe72-76f2-4c2e-93b5-5251a5b222f6,Environment,Field Guide,0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4,
d137c01a-2c3b-427e-8de4-a7e5677aaeda,Hypothetically Macro by Iskra Velitchkova,d137c01a-2c3b-427e-8de4-a7e5677aaeda,Hypothetically Macro,Field Guide,0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4,
412f980a-0fbc-4458-983a-85a1d81b6371,Hypothetically Micro by Iskra Velitchkova,412f980a-0fbc-4458-983a-85a1d81b6371,Hypothetically Micro,Field Guide,0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4,
de90a7b8-c71c-4ffd-8f3f-365796469bc0,In Search of Your Digital Self by Sasha Belitskaja,de90a7b8-c71c-4ffd-8f3f-365796469bc0,In Search of Your Digital Self,Field Guide,0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4,
c35a9579-e93c-4c57-9b02-7a923d8fd66a,Malade Imaginaire by Ilya Shkipin,c35a9579-e93c-4c57-9b02-7a923d8fd66a,Malade Imaginaire,Field Guide,0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4,
a7d428ec-48e2-492b-a6f1-36d7cadf3da7,The Future of Your Digital Space by Sasha Belitskaja,a7d428ec-48e2-492b-a6f1-36d7cadf3da7,The Future of Your Digital Space,Field Guide,0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4,
8d97e575-0837-4092-bca1-10d58195e414,hedgerow still life by Sofia Crespo,8d97e575-0837-4092-bca1-10d58195e414,hedgerow still life,Field Guide,0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4,
de81b4e2-0ece-4969-bb0f-2adb62cb2d4e,neural swarm by Sofia Crespo,de81b4e2-0ece-4969-bb0f-2adb62cb2d4e,neural swarm,Field Guide,0xD8eed224E1B358fa6f7b167124C2c1AFe42275b4,
a566dd50-6194-4e88-8aec-59cebbc1ed55,A Rose by Any Other Name by Kamilia Kard,a566dd50-6194-4e88-8aec-59cebbc1ed55,A Rose by Any Other Name,For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
9841c727-f5c8-40e4-b995-0716eeff843f,Daemon (cene) by Theodoros Giannakis,9841c727-f5c8-40e4-b995-0716eeff843f,Daemon (cene),For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
8711ddf0-0474-4a8d-a5ec-30c7f42977df,Daemon (chaos) by Petros Moris,8711ddf0-0474-4a8d-a5ec-30c7f42977df,Daemon (chaos),For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
f503f9fe-276c-4519-92b7-8a2239cfa489,Fractura by Francoise Gamma,f503f9fe-276c-4519-92b7-8a2239cfa489,Fractura,For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
31a680b4-c00a-4eac-8729-cba633c91c54,Ganxillo by Anna Carreras,31a680b4-c00a-4eac-8729-cba633c91c54,Ganxillo,For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
c66d0636-30c1-4227-819c-0e69924fc7a1,Marine Emojidiversity by Sara Bezovšek,c66d0636-30c1-4227-819c-0e69924fc7a1,Marine Emojidiversity,For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
094b8bd3-a89b-4127-937f-faef6c6eee96,One Million Manga Pages by Lev Manovich,094b8bd3-a89b-4127-937f-faef6c6eee96,One Million Manga Pages,For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
f3170ca8-2a0d-49ac-b307-d20fbfb15b0d,Patterns of Activation (gardens of the galaxy) by Katja Novitskova,f3170ca8-2a0d-49ac-b307-d20fbfb15b0d,Patterns of Activation (gardens of the galaxy),For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
25a3d5d3-43a6-495e-bf18-e0583fa11f72,Smart Cut by Jonas Lund,25a3d5d3-43a6-495e-bf18-e0583fa11f72,Smart Cut,For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
19c097b4-c440-44e9-b6a8-eb97f3b4513a,sextape by Émilie Brout & Maxime Marion,19c097b4-c440-44e9-b6a8-eb97f3b4513a,sextape,For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
31eb3d1f-9bf5-4f87-b1ea-b9a4a98a348b,smoking-vase-1 by Petra Cortright,31eb3d1f-9bf5-4f87-b1ea-b9a4a98a348b,smoking-vase-1,For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
ce3a3a9a-e894-40a1-b531-95027b1328eb,ماه طلعت، Moon-faced by Morehshin Allahyari,ce3a3a9a-e894-40a1-b531-95027b1328eb,ماه طلعت، Moon-faced,For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
79cb077a-355b-4694-a787-f023abf070de,ᖴᗩᑕIᗩᒪᔕ I by Jon Rafman,79cb077a-355b-4694-a787-f023abf070de,ᖴᗩᑕIᗩᒪᔕ I,For Your Eyes Only,0x6DBa130221A1C39f6623908A136976686050059a,
c974b77f-3734-4952-9cea-1dcd591cc48d,Blue Veil by Brandon Blommaert,c974b77f-3734-4952-9cea-1dcd591cc48d,Blue Veil,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
1b205395-6654-4174-b170-45c82866270b,COUNT ZERO FOUR by Peter Burr,1b205395-6654-4174-b170-45c82866270b,COUNT ZERO FOUR,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
50aa02eb-dccf-4003-99a2-69a1f62cb337,Caylx by Nate Boyce,50aa02eb-dccf-4003-99a2-69a1f62cb337,Caylx,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
c40d0e81-c8dd-44a3-9fc8-2caa36101516,D. Flagellum by Ido Radon,c40d0e81-c8dd-44a3-9fc8-2caa36101516,D. Flagellum,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
ca471793-baf8-43db-bf1a-b811f4608297,Floralia II by Sabrina Ratté,ca471793-baf8-43db-bf1a-b811f4608297,Floralia II,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
48f6b892-d3aa-4eae-87db-040e195e00a5,Forest Transmission by kyttenjanae,48f6b892-d3aa-4eae-87db-040e195e00a5,Forest Transmission,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
89c348c1-6e78-4e00-ac3f-f58c9e732731,Mutant Bagua by Andrew Thomas Huang,89c348c1-6e78-4e00-ac3f-f58c9e732731,Mutant Bagua,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
685f39aa-f9ca-4bfd-84af-d69ad3f8b2c3,Plants are everywhere you can’t see them by Sara Ludy,685f39aa-f9ca-4bfd-84af-d69ad3f8b2c3,Plants are everywhere you can’t see them,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
b3dacae7-dcc3-40e1-9dd4-9e2047398c01,Rose by Kim Laughton,b3dacae7-dcc3-40e1-9dd4-9e2047398c01,Rose,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
ce7c5624-af01-4a1d-ad77-eee51cb54327,Temple Lily by Lawrence Lek,ce7c5624-af01-4a1d-ad77-eee51cb54327,Temple Lily,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
6053b698-2016-4c05-9353-6941635c1609,The Shredded Hologram Rose by Rosa Menkman,6053b698-2016-4c05-9353-6941635c1609,The Shredded Hologram Rose,Fragments of a Hologram Rose,0x979316F5b3f3d8db956Af519553c853525A5b1Af,
32f1b099-448d-4e6d-8358-70a64e005903,AlleluiaAlleluia by Auriea Harvey,32f1b099-448d-4e6d-8358-70a64e005903,AlleluiaAlleluia,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
a6463015-af79-43cf-ab25-84074828ac4b,Curse Tablet by Auriea Harvey,a6463015-af79-43cf-ab25-84074828ac4b,Curse Tablet,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
bd0c4207-f8e7-49db-919e-e2913f39d59c,Dagger by Auriea Harvey,bd0c4207-f8e7-49db-919e-e2913f39d59c,Dagger,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
527a291d-49f5-4ddc-81f6-0331f9e08be9,Faunette by Auriea Harvey,527a291d-49f5-4ddc-81f6-0331f9e08be9,Faunette,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
8323eb9a-b406-4fbc-8550-fcd12213440a,Gray Matter by Auriea Harvey,8323eb9a-b406-4fbc-8550-fcd12213440a,Gray Matter,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
7ad7ee07-883a-4989-a087-e3b03fd4a69d,Gray Matter: Material/Immaterial by Auriea Harvey,7ad7ee07-883a-4989-a087-e3b03fd4a69d,Gray Matter: Material/Immaterial,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
cc86cf63-6b79-4bba-9613-e362851cbbdc,Haristory by Auriea Harvey,cc86cf63-6b79-4bba-9613-e362851cbbdc,Haristory,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
