token_id,edition_index,old_artifact,old_metadata_cid,file
58450016580621041141841211306253629727656585501248702727811619991962813148817,29,QmRGwoEnB4in,QmegvvQRBBZwSFw81JbPCuW9dPQeumYkKib6HbCh7iRiMh,files/58450016580621041141841211306253629727656585501248702727811619991962813148817.json
58450016580621041141841211306253629727656585501248702727811619991962813148818,30,QmRGwoEnB4in,QmU3EU8y2L8hnVv3MjRyTFx8JwFbFintYSsGcRGawu1aNn,files/58450016580621041141841211306253629727656585501248702727811619991962813148818.json
58450016580621041141841211306253629727656585501248702727811619991962813148819,31,QmRGwoEnB4in,QmbhMvfAU4CEPjH4cP4foWTChP3LkM53r3FDDRx5NiKWo4,files/58450016580621041141841211306253629727656585501248702727811619991962813148819.json
58450016580621041141841211306253629727656585501248702727811619991962813148820,32,QmRGwoEnB4in,QmTEoPrbXFzk8uyqgRDqob8enEDKUpDiJ8PY7apo4PhVhh,files/58450016580621041141841211306253629727656585501248702727811619991962813148820.json
58450016580621041141841211306253629727656585501248702727811619991962813148821,33,QmRGwoEnB4in,QmaAcDecf6jL5gkPZdehi9ZwMspuuQMrUdLVa9FM4ssAQZ,files/58450016580621041141841211306253629727656585501248702727811619991962813148821.json
58450016580621041141841211306253629727656585501248702727811619991962813148822,34,QmRGwoEnB4in,Qma68dH5HDLfDRy4piZTEXEq7QS5uXd3WxjtnMhRXDuCa5,files/58450016580621041141841211306253629727656585501248702727811619991962813148822.json
58450016580621041141841211306253629727656585501248702727811619991962813148823,35,QmRGwoEnB4in,QmRMABaZdQ6U8i2LmCwBHjWz7TG6j6o6Dot8sA7YXU88C8,files/58450016580621041141841211306253629727656585501248702727811619991962813148823.json
58450016580621041141841211306253629727656585501248702727811619991962813148824,36,QmRGwoEnB4in,QmbUXfGwn6zCG7EqzHiUKN4p6EpW6aaR9m53bCzB9rUqiS,files/58450016580621041141841211306253629727656585501248702727811619991962813148824.json
58450016580621041141841211306253629727656585501248702727811619991962813148825,37,QmRGwoEnB4in,QmVGEXTTRQgDELaLoinn7vkDH2Hg22GWJWyngHMsrPvfrV,files/58450016580621041141841211306253629727656585501248702727811619991962813148825.json
58450016580621041141841211306253629727656585501248702727811619991962813148826,38,QmRGwoEnB4in,QmUYBbfp8jDb5w6FqVhKBufbfhA1KBC6cbkQ97PHgZBaUu,files/58450016580621041141841211306253629727656585501248702727811619991962813148826.json
58450016580621041141841211306253629727656585501248702727811619991962813148827,39,QmRGwoEnB4in,QmSMJRWz5erHsEqRL2AY5CEccazWGf81HTQGNZ7stBv6cb,files/58450016580621041141841211306253629727656585501248702727811619991962813148827.json
58450016580621041141841211306253629727656585501248702727811619991962813148828,40,QmRGwoEnB4in,QmYgg4swWeaNRRSCi6cPz64PBxvRvuevLZRkqca2cZW2zm,files/58450016580621041141841211306253629727656585501248702727811619991962813148828.json
58450016580621041141841211306253629727656585501248702727811619991962813148829,41,QmRGwoEnB4in,QmSAdRrU8iUx8C9WzBLuNRr2JMcRPB8TNw1cuaTdAbxRJs,files/58450016580621041141841211306253629727656585501248702727811619991962813148829.json
58450016580621041141841211306253629727656585501248702727811619991962813148830,42,QmRGwoEnB4in,QmYfvorrSSgmxgQBrq9pP8bhpiCwVBCjQ8DgV8GN7cAEYb,files/58450016580621041141841211306253629727656585501248702727811619991962813148830.json
