exhibition_slug,series_id,series_title,artist,medium,bitmark_works_in_series,sample_artwork_id,media_url,probe_status,content_type
for-your-eyes-only-qpg,8711ddf0-0474-4a8d-a5ec-30c7f42977df,Daemon (chaos),,video,88,169d550d725293bf68f9e74ff5e1b3eed0c945eb504f39d6bb9d975623a449c3,https://cdn.feralfileassets.com/previews/8711ddf0-0474-4a8d-a5ec-30c7f42977df/1638724863/preview.mp4,200,video/mp4
for-your-eyes-only-qpg,9841c727-f5c8-40e4-b995-0716eeff843f,Daemon (cene),,video,87,0348648d36eaa15628fe0dbee4278765c9a65f01e2328c16875e98bd3488824f,https://cdn.feralfileassets.com/previews/9841c727-f5c8-40e4-b995-0716eeff843f/1638724047/preview.mp4,200,video/mp4
for-your-eyes-only-qpg,a566dd50-6194-4e88-8aec-59cebbc1ed55,A Rose by Any Other Name,,3d,76,04855855c62229cd10f702fec86f26aeddf907e39d2f50bd8ae9d58e94b36eb3,https://cdn.feralfileassets.com/previews/a566dd50-6194-4e88-8aec-59cebbc1ed55/1639419587/?edition_number=114&blockchain=bitmark,200,text/html; charset=utf-8
for-your-eyes-only-qpg,c66d0636-30c1-4227-819c-0e69924fc7a1,Marine Emojidiversity,,image,87,1fc063c2142c45217fa1ef1a7fc69f86d5f59716b9eaa915844f3cae6cb5afe4,https://cdn.feralfileassets.com/previews/c66d0636-30c1-4227-819c-0e69924fc7a1/1638520742/preview.jpg,200,image/jpeg
for-your-eyes-only-qpg,ce3a3a9a-e894-40a1-b531-95027b1328eb,ماه طلعت، Moon-faced,,video,47,011754103d10d6a8286ff3428c970b9f97b21241899f031199fb86d05bdd0d72,https://cdn.feralfileassets.com/previews/ce3a3a9a-e894-40a1-b531-95027b1328eb/1639016248/preview.mp4,200,video/mp4
for-your-eyes-only-qpg,f3170ca8-2a0d-49ac-b307-d20fbfb15b0d,Patterns of Activation (gardens of the galaxy),,animated gif,79,38ddef75ac091ae7d22269a0ab3d178d7795912429c3ce12577a6fb720b91ec7,https://cdn.feralfileassets.com/previews/f3170ca8-2a0d-49ac-b307-d20fbfb15b0d/1638543454/preview.gif,200,image/gif
for-your-eyes-only-qpg,f503f9fe-276c-4519-92b7-8a2239cfa489,Fractura,,animated gif,65,04058e0d1a73c9abf625b0b75c146c5a98159180aaf7b74ee618ab085c16fa71,https://cdn.feralfileassets.com/previews/f503f9fe-276c-4519-92b7-8a2239cfa489/1638359231/?edition_number=7&blockchain=bitmark,200,text/html; charset=utf-8
fragments-of-a-hologram-rose-liz,1b205395-6654-4174-b170-45c82866270b,COUNT ZERO FOUR,,3d,16,260aa0178be5fea0f4a4262fab257bce12312001dc419b3b683c3e9223ebce05,https://cdn.feralfileassets.com/previews/1b205395-6654-4174-b170-45c82866270b/1624043512/?edition_number=10&blockchain=bitmark,200,text/html; charset=utf-8
fragments-of-a-hologram-rose-liz,48f6b892-d3aa-4eae-87db-040e195e00a5,Forest Transmission,,video,18,022f061f146d30aff0ddc4ccc42c8ac7e54a2aa82e371be4cc61c3e88c1498cd,https://cdn.feralfileassets.com/previews/48f6b892-d3aa-4eae-87db-040e195e00a5/1624340822/compressed.mp4,200,video/mp4
fragments-of-a-hologram-rose-liz,50aa02eb-dccf-4003-99a2-69a1f62cb337,Caylx,,video,22,013f3f9a3a73eca263e42c1ef5cc57eb08b12c21eab1301f08ce3cb8d63afdbb,https://cdn.feralfileassets.com/previews/50aa02eb-dccf-4003-99a2-69a1f62cb337/1624343623/compressed.mp4,200,video/mp4
fragments-of-a-hologram-rose-liz,6053b698-2016-4c05-9353-6941635c1609,The Shredded Hologram Rose,,video,16,002267275f5d7cc1600836c14cdeed77037603a3e44c083cac165d1f56a15a15,https://cdn.feralfileassets.com/previews/6053b698-2016-4c05-9353-6941635c1609/1624467464/compressed.mp4,200,video/mp4
fragments-of-a-hologram-rose-liz,685f39aa-f9ca-4bfd-84af-d69ad3f8b2c3,Plants are everywhere you can’t see them,,image,20,036fa41394e652d57af8e66a827c8ff272cad76e0c436acf75c0d5d736725a30,https://cdn.feralfileassets.com/previews/685f39aa-f9ca-4bfd-84af-d69ad3f8b2c3/1624118288/compressed.png,200,image/png
