id,vendor_release_id,vendor_release_slug,name,total_mints
2879,e1e6cc4c-f2c9-400b-82b0-f46d291ebf6b,resonances-xzz,Resonances,144
2882,1ce507c4-7007-4dbb-a32c-46dfa9c8e70a,waabanishimo-miigaazh-she-dances-till-daylight-fight-hr8,Waabanishimo: Miigaazh (She Dances Till Daylight: Fight),33
2883,ea32ccaf-798b-4ece-8505-fa77ef23f8b8,allure-of-the-poppy-gsg,Allure of the Poppy,33
2885,4ae268d4-aef9-4cc9-82ff-f2fb2dfe0351,echoloji-lx7,Echoloji,33
2888,b437d005-0b6b-401e-8998-d26a0f95635c,new-landscapes-2023-abg,New Landscapes 2023,33
2891,806c328d-40b5-4f28-b565-f565dad97c34,crosstalk-8ta,Crosstalk,144
2897,3f8acc82-4e82-42d0-b677-80a50429ea37,feralfemme-huntrezz-sig,FeralFemme Huntrezz,33
2898,71e492dd-e8e6-4b1e-8bf1-ee6d8708e04e,whats-inside-your-heart-hq0,What’s Inside Your Heart?,6
2899,61c2c2b6-4f2c-4e1b-9e45-23faf3e76594,unsupervised-machine-hallucinations-moma-dreams-d-vjv,Unsupervised — Machine Hallucinations — MoMA Dreams — D,100
2901,d35cdb38-917f-42f3-9914-e276dc5f0ded,unsupervised-machine-hallucinations-moma-dreams-a-7vv,Unsupervised — Machine Hallucinations — MoMA Dreams — A,100
2909,f9ae424a-a13e-4c84-a3af-2a231180ea4a,television-figures-ku0,Television Figures,33
2932,6a0781b7-93ff-4cef-9a92-6e197990be57,unsupervised-machine-hallucinations-moma-dreams-h-skv,Unsupervised — Machine Hallucinations — MoMA Dreams — H,100
3999,f6d4f5f8-7f31-48c9-871e-b2cf4d4270aa,mirror-arm-pwg,Mirror Arm,30
4009,3620d7ce-0677-4c59-be8e-0638632dc43b,k-a9-khb,k.a9,30
4016,e496c840-27ce-4988-80a3-e99cd123d107,36-points-14-ero,36 Points #14,1
4017,af4fe2af-67bb-4440-9885-621d5c3bf965,picnic-002-4pr,Picnic 002,30
4096,ebe3df0f-f765-410e-b2fa-edd39dcf5369,3-orbs-wva,3 ORBS,30
4099,6862d0b4-252f-469d-8327-c0d79f8b4a67,4-orbs-reb,4 ORBS,30
4106,26433d62-bb36-46f8-bc8e-ed7214967cc2,k-f0-ivl,k.f0,30
4107,4f6816b5-3d84-4715-b025-c8a837030b49,hatless-sec,Hatless,30
4139,5d7e9132-059f-44d9-a6a9-3c8a9b688965,post-1-z4b,POST 1,30
4223,83c776c3-262e-4f1d-95f9-97f6d2ccb7cd,fragments-of-self-tgx,Fragments of Self,88
4348,5e0a93aa-22d0-4305-8bdd-5806dab5503a,endless-monologue-7qq,Endless Monologue,30
4364,cee5b80c-af17-44d0-9a56-c17a68f92569,cherti-phx,CHERTI,30
4370,2fb649d0-3ed2-4539-8ea2-e073b85e9a21,umwelt-hyf,Umwelt,30
4380,1b1ffd48-5fc2-4d19-a563-364e00ddfb01,f-l-ight-al8,F(l)ight,30
4464,490e2542-daac-48c4-8407-bbd15eb9ab74,fictional-lullaby-pe1,Fictional Lullaby,30
4465,22356067-3858-46c7-ba80-02f0dafa04b6,fine-particles-cf1,Fine Particles,30
4466,99d373e5-cc9d-45e8-8aa5-1ed47e481791,the-illusion-of-depth-of-knowledge-woo,(The illusion of) depth of knowledge,30
4474,fe2f3149-d59c-44dc-ba15-f9bc21798388,anatomy-of-a-rabbit-but-bird-rrb,ANATOMY of a rabbit but bird,30
4478,abc9532c-3b95-4502-b0ac-fa5a64510ccd,breakpoint-czu,Breakpoint.,30
4690,688c1976-748d-4b54-8aac-61b5561924e6,the-space-in-between-mdw,The Space in Between,30
4795,8d97e575-0837-4092-bca1-10d58195e414,hedgerow-still-life-imm,hedgerow still life,100
4845,a1b6689f-5236-471a-97a6-70ea0879dd42,emergence-lml,Emergence,75
5097,97846526-0283-4d34-8316-a8dd84c4dabf,bridges-kb2,Bridges,
5743,7462201d-7fd6-4ee9-83f6-4e4b35c39de1,there-once-was-a-jellyfish-lkf,There once was a jellyfish ...,88
5759,cf44b110-3b40-471a-8415-c805c80baae9,infinite-entropy-9-qjl,Infinite Entropy 9,1
5760,d26432cc-df0d-42c3-94db-098332b438b6,neighbors-nuu,Neighbors,88
6523,ec588a5b-ec69-4c55-a551-6470c7e8633e,qianqian-ye-eh3,Braiding Rage 怒辫,100
6558,1703b594-d76d-49a5-a6c8-ce04f85550ed,steering-pixels-k6p,Steering Pixels,75
6559,252527ee-2232-45e0-9ead-27379ff26219,abstract-oracle-miner-0009328437-22j,Abstract Oracle Miner 0009328437,75
8532,a2ec59c2-a56e-488c-9fdf-a67e04117337,e-volved-formula-02-u9c,E-volved Formula #02,1
8534,b9c75754-0a64-42eb-9170-23ef11fc2f3d,curse-reversed-xfr,Curse Reversed,10
8544,9798c1fd-ccf2-4e2e-be26-fe146a398c85,aes-f-artwork-1-z9f,"Turandot 2070, Lovers I",90
8558,6ceb34ad-a8e2-40af-ada7-121a778ec352,contemplating-motion-nol,Contemplating Motion,88
8559,aac17bb5-3377-4e4d-92bd-3767881bfba7,unsupervised-burned-data-universe-moma-3d-bxu,Unsupervised — Burned — Data Universe — MoMA — 3D,250
8567,3224d677-f521-415d-86c0-1f2f9c47abef,cusp-marsh-birds-8d0,CUSP - Marsh Birds,88
8595,f6d0cf6d-5e60-454d-b9bb-823657fccd4e,self-portrait-with-mask-xkc,Self-Portrait with Mask,10
8611,fb935df6-9ee2-4f45-aa0c-c31367aa6962,amelia-winger-bearskin-0sv,Seed Protocol - Dynamical Lunar Indigenous Time (DLITE) 43:28:22.0004124,93
8617,3a69abd1-7a86-4538-96ed-972252fc2ca0,jenn-and-kevin-mccoy-a1p,Public View / Private View,93
8984,4fbf3d62-4824-4e2a-9f5c-8051f7c7d566,grey-path-7wt,Grey Path,65
9039,32e21b81-70a7-4e87-ac7f-8261ef933cb5,tbd-x6s,A Look of Sheer Delight,
9045,18b58f96-f188-4580-b523-1d334d49d7ee,diagrammatic-formaform-v-y3b,Diagrammatic Formaform V,150
9217,abd875bc-27cf-4428-abc5-eb8cd10b4d6f,peter-oe1,Scattered Limbs (Monument 01),
9222,d7f80e10-a227-4272-bd58-2da08703d460,vague-recollection-wzx,Vague Recollection,88
10354,0b95013a-599b-4af2-a0a4-fe13eff98e89,john-gerrard-vhg,Smoke Hands (Dark) 2022,100
10361,35cad36b-805e-45ee-8c27-4fdf897407f2,anne-spalter-nbu,Transcendental Doodle,100
10938,a132e00e-5abf-4b70-af8e-62ae687feb0f,memento-1-study-for-unsupervised,Memento 1 - Study for Unsupervised,
11226,ada23b29-83b7-4dfc-8ca3-b8ecb4a07dde,ina-said-hello-vco,Ina Said Hello,10
11244,efda6a93-aa0c-4619-8176-39c95f2cbcde,sweet-medicine-smq,Sweet Medicine,10
11253,f5bd9abb-7a95-4c69-9fd5-88b816e51f2b,unbridled-christie-ucq,Unbridled Christie,10
11255,c0e20987-c5d2-4d74-a247-043d13aa65b8,moody-slew-mql,Moody Slew,10
11459,d0f8e49a-ff14-4dd3-8e9f-610511318b8d,e-volved-formula-16-j3f,E-volved Formula #16,1
11460,e1964643-d46f-4c3c-aaf1-b77ae595b6f9,e-volved-formula-20-ryd,E-volved Formula #20,1
11472,6378ad0a-3aea-44dc-9369-c4f855bd35b6,perfume-area-the-alphabet-8bn,Perfume Area: The Alphabet,26
11476,0bd7bb41-118d-4392-8559-43082957c05d,recaptcha-otf-m5h,reCAPTCHA.otf,26
11479,d08770b9-536b-4129-b122-b47269fb0b64,human-abecedary-inter-letters-xae,Human Abecedary: Inter-Letters,26
11480,3515cd8c-dabf-4a9c-896c-4d1a8cac69e4,memory-intensified-by-hand-of-manual-world-yjv,Memory Intensified by Hand of Manual World,26
11482,45700bea-403a-45ed-8f40-cd21f799142a,downtime-dyd,Downtime,26
11487,a15bd8e4-2e6e-4839-9c2b-c2fd98bd7b47,integrity-protocol-lyrics-video-nbz,Integrity Protocol Lyrics Video,100
11505,37e6066c-9997-4939-ac9a-e92685e71cf6,infinite-entropy-19-ybj,Infinite Entropy 19,1
11506,4cf5f23e-b506-44be-97bb-a943d8dee84b,in-tongues-oqh,In Tongues,26
11508,df6a7f8d-effe-4b0f-99e0-62a5924e5ee6,infinite-entropy-24-1kj,Infinite Entropy 24,1
12381,1ec610e8-aff6-46c7-8c2d-1698bbdb1d8f,cosmos-simulacrum-rgb-7105313-170-455-f1d,COSMOS–SIMULACRUM–RGB–7105313-170-455,1
12383,0b80c8a6-986f-4bfb-a289-a84585e61ab9,simulacrum-ep-01-t6d,SIMULACRUM (E-P-01),1
12384,1593439c-084d-4f3e-9644-8f450d0030d7,simulacrum-ep-02-sa2,SIMULACRUM (E-P-02),1
12399,497d82a5-a6f1-4dd6-81c2-1db97db807ec,cosmos-simulacrum-rgb-7135313-183-489-ag2,COSMOS–SIMULACRUM–RGB–7135313-183-489,1
12401,5437c7a8-08f7-4747-9404-8d8534851bf7,cosmos-simulacrum-rgb-7087313-353-371-ba1,COSMOS–SIMULACRUM–RGB–7087313-353-371,1
12408,c3753955-b019-44ee-9190-d06ebb1ccd37,mon-alphabet-en-signes-mlz,Mon Alphabet en Signes,26
12413,6d1f1dce-5933-4385-af71-5a994e919d4b,purchase-cancelled-tv5,PURCHASE CANCELLED,26
12481,88520e1b-f6c7-448f-8b64-232ecf2d6a48,david-oreilly-x66,ORBSKETCHES.mp4,100
12565,47ab1047-708d-4f36-b5de-68e5995e175f,infinite-entropy-15-1vr,Infinite Entropy 15,1
13379,f27c6217-e4c0-4f82-b8b7-d38c8653b0dd,solstice-sky-dream-220,Solstice Sky Dream,88
13382,6b095c1c-b367-4f4c-b583-6f0ae975e463,each-and-every-command-gmb,Each and Every Command,75
13383,746f680d-9a6c-4125-9486-3271bdbe7e6e,sigils-chq,Sigils,75
13387,8718cfaf-3a37-4112-bc66-c3654d2fb302,pixie-w6w,Pixie,88
15095,92a0c691-c281-4a93-ae1f-48d5eacd0ee3,leaves-of-manifold-of-red-and-gold-8cx,"Leaves of Manifold, of Red and Gold",88
15106,4538a452-7e21-46e4-bf3d-5b7cf1e08894,angelcores-and-heavenly-sprites-te0,Angelcores & Heavenly Sprites,27
15397,bc82d0fb-eede-4947-aa97-fe085f46f0b4,aaajiao-artwork-1-v1v,"Prophecy, nullification algorithm, shaman, conspiracy",90
15402,35086e3e-d2da-44c8-9806-87543a47c1b9,aaajiao-artwork-2-pli,Unzip,88
15420,6ed56114-2768-4625-84a9-7eda5baad6b8,claudia-hart-artwork-2-2-fys,The Art of Survival: Aphorisms by an Old Girl,5
15431,df0fce01-b539-4e05-8087-68f3b371c8a8,every-icon-blockprint-p73,Every Icon: BlockPrint,1
15434,d0a3c28f-7e45-4a53-bb8a-ea8677f1da91,rewilded-topography-1-j58,Rewilded Topography #1,1
15702,ca218535-7f82-4826-bf9f-4580ee256dd9,memento-structures-of-being-mapping-rita-wu-yjj,Memento Structures of Being Mapping Poster,
15786,56c897f3-d2cc-45f0-91b7-50869bf7521c,drive-time-46d,Drive Time,33
15789,808dd840-8507-4b49-aa56-4f7562f8367d,la-hal-mee-mee-d4u,LA Hal-mee-mee,33
15803,de81b4e2-0ece-4969-bb0f-2adb62cb2d4e,neural-swarm-rki,neural swarm,100
15827,7ad7ee07-883a-4989-a087-e3b03fd4a69d,gray-matter-material-immaterial-mis,Gray Matter: Material/Immaterial,
15828,cc86cf63-6b79-4bba-9613-e362851cbbdc,haristory-p8z,Haristory,8
15832,77a4eb14-7280-4906-b744-e0014b47e7a6,memento-4-unsupervised-installation-poster-dpl,Memento 4 - Unsupervised Installation Poster,
15834,864c7d3b-557a-4c4f-b6a6-b05350d63191,memento-2-unsupervised-installation-poster-udl,Memento 2 - Unsupervised Installation Poster,
15856,8dfe5559-b967-42f7-9f4a-f7cb1dae9008,rhea-myers-nbn,Titled (Information as Property as Art) [Ethereum Null Address],8
15883,44d024b9-d760-4359-a860-40a181ad523f,31-aco,8 + 2 * 11,1
16215,29b720ff-fcbf-4467-a53d-e79a90ad0d60,unsupervised-machine-hallucinations-moma-kxq,Unsupervised — Machine Hallucinations — MoMA,1
16222,96f1663b-5216-4758-aa7f-3a70e6d9d45b,unsupervised-machine-hallucinations-moma-generative-study-1-h5q,Unsupervised — Machine Hallucinations — MoMA Generative Study 1,1
16223,d6e1e0f1-7a9d-46f1-a691-bf0604e755b5,unsupervised-machine-hallucinations-moma-fluid-dreams-exb,Unsupervised — Machine Hallucinations — MoMA Fluid Dreams,1
16227,f8d29291-cac7-480b-aacd-05de41d1a1ae,unsupervised-burned-data-universe-moma-2d-9rh,Unsupervised — Burned — Data Universe — MoMA — 2D,1667
16255,daf603b2-4c66-4faf-8e43-a5062ed1301e,dog-whistle_v2-mp4-l8nite-screener-jmn,DOG-WHISTLE_V2.MP4(L8NITE-SCREENER),10
16257,b9fc23b3-5cf1-4507-82b0-3ececbc7e01f,cube_1997-e23,Cube_1997,10
16259,e9eb561f-255d-4dd9-bf6a-b26e6476ce03,pavilions-3jt,Pavilions,10
16260,ce3d993f-34cc-494a-b265-a38105d4cd39,mineral-ghost-j29,Mineral Ghost,10
16261,c3103036-25e6-4d9c-bf38-bda9ce49722f,into-the-nothingness-yle,Into the Nothingness,10
16264,78f213d3-a7d3-440e-817f-3cefbf28e043,nashi-g6i,Nashi,10
16266,bc195832-3ec9-4fd1-a1f6-a761ae0d8f53,speculative-fetish-vive-controller-p4q,Speculative Fetish (Vive Controller),10
16267,b2a161dd-a790-4b60-83b4-dece2d0e1602,nakamoto-the-proof-snn,Nakamoto (The Proof),10
16307,b8e62a5d-cbe8-46c6-8d5c-fd66e06a0984,sarah-zucker-tf6,Caryatid: Vision,1
16309,c601cac7-6a3b-410f-baa2-a86f4a6be10d,caryatid-wink-v38,Caryatid: Wink,1
16312,867218d3-8421-4e45-b6b9-eca2fef44f5d,laturbo-avedon-sbe,CLUB ROTHKO - ORANGE AND YELLOW STARTER PACK,5
16313,5c46d607-e11d-477d-b38d-a9f5f2b7f6d9,sofia-crespo-u3w,Swim,1
16786,e6b8db26-3ca5-4a24-896f-6fe9a76a12a2,notopore-igd,NOTOPORE,1
16812,d80846db-92be-4351-b66d-b8956c67e76b,superbridge-summit-dubai-paul-m-kdj,Inaugural SuperBridge Summit,
16861,3715c273-d19e-445f-ae02-61876334f1a7,claudia-hart-artwork-1-ztq,Perfectionism is a weakness,90
16866,5d391c2a-8e9e-47ea-ac7d-79ff203e3095,yeehaw-song-artwork-2-qmr,Yehwan Song Artwork 2,90
16881,063ccfde-866d-4dbd-95ed-5213336cfbca,strange-fruit-6sd,Strange Fruit,88
16882,4f3fe912-d226-48b1-8120-56566426d110,are-smart-machines-alive-uug,Are Smart Machines Alive?,75
17052,31452a50-518f-4620-9973-8f16da2fe57c,uxkme-morphogenic-angels-i-know-who-i-am-although-i-have-forgotten-who-i-am-i5i,"Uxkme / Morphogenic Angels: I know who I am, although I have forgotten who I am",32
17061,58b77db4-51c0-4199-a36f-9fdbaa802477,e-volved-formula-14-jlz,E-volved Formula #14,1
17071,866f3fab-e74a-46fe-ba92-651b95e356e9,8-artworks-video-loops-4-zjx,Material World Knight: Full Armed Fighting Mode,1
17073,af10361f-ee39-4e5b-88d0-6c43e8d9bab5,8-artworks-video-loops-5-yer,Material World Knight: Head Forest,1
17074,c570b9bd-d434-4e95-8295-801cc9458b03,8-artworks-video-loops-1-cuj,Material World Knight: Flying Mode,1
17077,712ddea8-2492-4357-9f03-d1ff7e9ad4cf,auriea-harvey-9kg,Marisol/Daphne/Auriea,3
17229,b20f2fe2-ab82-400a-8ae5-3b72ed58c2d2,arid-articulations-mz8,Arid Articulations,33
17352,e15a896b-84f6-442d-be9e-3faeb088bfb0,36-points-20-sqp,36 Points #20,1
17503,807072fa-2043-483d-a5bb-d274e6a83fa9,sketch-for-a-cyclops-ydv,Sketch for a Cyclops,10
17846,f2db8c40-a2fb-4a93-be03-75ce3b3133f3,what-do-you-want-me-to-say-rdj,What do you want me to say?,75
17854,cf435a8a-c4df-4606-9acc-809217ab367b,24-7-fld,24/7,75
17894,c81ccf90-777b-4251-801c-0f9457be3eba,mimi-onuoha-azw,Machine Sees More Than It Says,100
17941,7b6be12f-1030-429f-baca-aae1ef415b19,15-myv,3 + 1 * 11,1
18477,11b78a63-6a4c-4267-9b80-e4c09c2ba201,element-tr33-obj-av-2022-u-274-xua,element/tr33/obj (AV-2022-U-274),150
19283,6e0b8c01-5b11-4ceb-b40a-c1d8efa4a66a,minos-vwa,Minos,75
20442,d1d54120-e967-40fc-8962-d7e18f09e12d,10-cbb,9 + 0 * 11,1
20443,59f5b4bf-7381-4b09-9dfd-2b38a77ee349,alida-sun-fnx,DAY 1290,100
20453,8c4c67da-9f35-4c93-9165-0caca11a8b61,orlans-avatar-juggling-with-the-masks-of-the-beijing-opera-kjv,ORLAN’s avatar juggling with the masks of the Beijing opera,150
20492,ed25109e-3e36-429d-aafd-a9cd12f854fb,infinite-entropy-3-x3n,Infinite Entropy 3,1
20493,6dde453e-259f-49b7-b5db-02c7a41d049b,infinite-entropy-21-0si,Infinite Entropy 21,1
20494,079efed9-110b-4840-839a-ccc3ab41a70a,artwork-3-kfx,2 + 0 * 11,1
20495,2e68b1a3-6370-4ad5-af12-153de80637eb,infinite-entropy-13-bqa,Infinite Entropy 13,1
20496,17b11372-d1b1-405a-8b54-13b3e1a0738e,infinite-entropy-25-yvi,Infinite Entropy 25,1
20497,1fdd923d-91f0-4b28-a51a-8d01da7cc562,infinite-entropy-14-iwk,Infinite Entropy 14,1
20498,b4a46d9c-fa16-4a2c-a11d-03b49d5b1e63,infinite-entropy-17-jls,Infinite Entropy 17,1
20500,f0750b82-282e-4eed-bdba-c4fb023fb684,infinite-entropy-16-xvs,Infinite Entropy 16,1
20511,45095426-61c8-40d1-b985-713062620744,xibam-eternal-nurture-sometimes-my-spirit-runs-away-from-me-i5i,Xibam / Eternal Nurture: Sometimes my spirit runs away from me,32
20564,d247736f-14d8-4e9a-8408-3f2328ae4459,power-plant-wmf,POWER PLANT,1
20572,9de55d58-68f1-455a-9a41-4296ecc56cad,warehouse-bj4,WAREHOUSE,3
20587,8d857653-9b06-4789-bf98-b5646b0c3f47,shopping-plaza-be1,SHOPPING PLAZA,3
20599,d9002d0a-d209-43da-b71b-f4a9c0024af5,office-park-tcy,OFFICE PARK,3
20803,db81d1a6-f70e-4665-862a-000417c28877,e-volved-formula-17-ikh,E-volved Formula #17,1
20837,d1b62838-0a31-4498-95a3-c0c66a2947c1,32-xci,9 + 2 * 11,1
20864,dbec51af-3c01-4824-bd91-a21a3b23eaed,e-volved-formula-12-8kt,E-volved Formula #12,1
20866,4bfb1dba-0c21-4f54-98f7-ed5b331192e0,littor-alter-ms-tub,Littor[alter]ms,150
20874,1621cdcf-eca6-463b-bdc4-426fc4a651ba,11-kup,10 + 0 * 11,1
20876,7542f55d-814a-49a2-b745-34bb8dd30357,19-pcg,7 + 1 * 11,1
20892,9e789695-7b09-4cfb-b53f-16b738e821d6,20-q1g,8 + 1 * 11,1
20894,f901ff74-5e12-4df6-b13f-657463bec190,25-tcc,2 + 2 * 11,1
20903,e8e9f20b-1c6e-4528-b768-aa1a32deb31b,e-volved-formula-19-l9l,E-volved Formula #19,1
20917,3caf9104-50ff-4b4a-bb15-41a8e4b72c5d,17-tcn,5 + 1 * 11,1
20949,8cf47dfe-e6d2-4e3e-9413-904d8b2a4a94,e-volved-formula-23-4uf,E-volved Formula #23,1
20951,990eeef7-aabe-4dbc-a684-246c4fa6132a,artwork-2-lwq,1 + 0 * 11,1
20961,b8cc0832-dacf-4e17-b8a3-28d84d8e400d,7-cf0,6 + 0 * 11,1
20971,e15363ce-0f61-43c5-aa87-614e22beb0ba,frozen-fern-genitalia-52deg0308-7n-13deg5234-4e-9n5,"Frozen Fern Genitalia, 52 03'08.7""N 13 52'34.4""E",150
20972,7a6b063b-638e-4b39-9116-21a9f77f52a2,e-volved-formula-05-cbw,E-volved Formula #05,1
20974,9c797f06-41e2-4aa4-abfe-489485bea17e,ba-eye-xfr,ba-eye,8
20993,bd0c4207-f8e7-49db-919e-e2913f39d59c,dagger-vmy,Dagger,8
21005,4dda332e-bd6e-4ded-a6c7-0300881443dd,9-oy7,8 + 0 * 11,1
21049,9a15bd59-594a-40df-80fe-577e6d2a0edf,artwork-1-fwi,0 + 0 * 11,1
21094,d90151ff-0159-4973-a7a6-724b04c01547,messenger-fragment-4dd,Messenger (fragment),1
21139,7f70faea-dc2a-4613-b758-b53b9bd6d00d,white-rest-jzm,White Rest,8
21305,47f31603-9721-403b-94b5-d24ab9fb8256,cibelle-cavalli-bastos-artwork-1-cc6,A Picture Can’t Take Me,1
21307,c6befe2e-1934-40ce-958c-2011e425c511,cibelle-cavalli-bastos-artwork-2-ayv,A Picture Can’t Take My Elan Vital,90
21402,496bd7c1-d524-44fd-b8d6-9eb03fb9f320,signal-of-the-world-huz,Signal of the World,75
21449,91a3ea94-f606-40a9-9e39-611bdcb46fdd,just-in-case-mhw,Just in case,75
22255,7e2aceea-c9f0-4afc-a4c6-8d37dda61d02,36-points-22-hrn,36 Points #22,1
22398,a3d23452-f377-4d0e-9a67-ecce7a182927,tapestry-nfk,Tapestry,1
25584,fe63cbf2-7377-4497-919b-853dd22c63e7,neonumens-azb,Neonumens,75
26562,51a53d4e-c60f-4582-8edc-c9998ed40a24,ultimate-solvers-qni,Ultimate Solvers,75
26569,5440b100-26fe-41b6-b55e-96ff06b5a94a,the-interfered-microscopy-plot-p2u,The Interfered Microscopy Plot,1
26600,14b51415-c1b0-4fd0-bfa7-5b98350b74ee,memento-5-unsupervised-installation-poster-zwo,Memento 5 - Unsupervised Installation Poster,
26629,4a58d6e4-d014-4ea3-9837-f7892fd48157,venuses-quantum-bodies-watched-by-open-pose-algorithm-nwn,Venuses (quantum bodies watched by Open Pose algorithm),88
26654,160db166-8a83-4fb4-8705-385e27820e07,catalog-of-i-know-on-the-aesthetic-of-truth-zlt,I KNOW - On the aesthetic of truth - Digital Memento,
27076,6337f939-ad1e-4ea6-b549-205fb1951b56,she-yn9,SHE,10
27077,21f4e5b6-6af2-4885-a174-377d73be8397,untitled-specimen-hml,Untitled Specimen,10
27091,e15b4b6f-c180-4f92-9a8d-0599df13670c,1570742540594-34287-3y2,1570742540594-34287,10
27094,d1497479-9335-4b83-85bc-31caba9f2b29,cyanotype-plant-sketch-qfm,Cyanotype Plant Sketch,10
27097,5b561f36-6604-4ec8-8dbe-cb3c4f6039c9,she-who-sees-the-unknown-aisha-qandisha-9j2,She Who Sees The Unknown: Aisha Qandisha,10
27098,44915b9e-8eac-477b-aa53-cfd335da082a,mode-confusion-nng,Mode Confusion,10
27102,31f893aa-cc8f-4345-af6f-efd5d0b3afbf,announcement-2019-la5,"Announcement, 2019",10
27114,87eafff7-a8c6-4d3f-bc51-3e23bc745125,infinite-entropy-1-aee,Infinite Entropy 1,1
27136,32f1b099-448d-4e6d-8358-70a64e005903,alleluiaalleluia-8yf,AlleluiaAlleluia,1
27149,03292b3d-769f-4235-a8ad-a3517e24f351,caryatid-recursion-vtk,Caryatid: Recursion,1
27154,d2bc4191-7730-45d8-9d1f-685d494f3e9e,ix-shells-am9,Bend,7
27159,4d3d60e8-0f7b-4578-b5a7-efae617c3ce2,anne-spalter-nvy,The Bell Machine,1
27162,e03b37b6-2d2d-41d1-ac24-673e08600ac8,osinachi-kyb,+rave-sing (traversing),1
27164,51de9ede-43ee-43a8-8af5-3771d73eacc7,caryatid-thought-yls,Caryatid: Thought,1
28133,07f145a0-1131-4366-a422-a6e18999d054,8-artworks-video-loops-7-rk5,Material World Knight: Bardo Tunnel,1
28143,412568f3-8e46-4058-baa8-b2d907578f0c,8-artworks-video-loops-6-evf,Material World Knight: Vajra Power,1
28144,b45f236a-f29f-4e0a-94b4-e894cb7566e7,1-video-artwork-x-triptych-88k-bkq,Material World Knight: Fighting Mode,1
28146,ce6dc4ca-13d5-4cda-ba15-9d3201873384,8-artworks-video-loops-2-rgr,Material World Knight: Fight the Universe,1
28147,c281ce58-3507-4f6f-bb15-540a88ee553f,8-artworks-video-loops-v-gvs,Material World Knight: Giant Heart,1
28545,db6e39b0-4500-48d7-ac83-398a877006de,da-nang-landscape-jwk,Da Nang Landscape,10
29107,90b82f85-dda3-417b-8af3-7e2d9a8756ba,movie-on-06-03-22-at-1-00-pm-gj3,Movie on 06-03-22 at 1.00 PM,1
29121,bfe9d8ae-7d6b-45bd-860d-e4445f0bad04,26-529,3 + 2 * 11,1
29156,00afe566-666c-4503-bdc1-b3d50b75e7a3,e-volved-formula-07-a00,E-volved Formula #07,1
30406,9d8ba8bc-1e6e-4dbe-acbe-9c2cbf8d793a,e-volved-formula-01-wzw,E-volved Formula #01,1
31711,43f6164c-d901-4e87-815a-c6689d05b48f,infinite-entropy-5-spu,Infinite Entropy 5,1
31712,23d93636-48be-42be-8b9c-59083b481079,infinite-entropy-4-ers,Infinite Entropy 4,1
31713,11b4449b-e435-4737-bd14-81cd3366ac89,infinite-entropy-10-ucc,Infinite Entropy 10,1
31715,3aca483a-59b7-4839-b66e-74d5e75c4735,infinite-entropy-11-gug,Infinite Entropy 11,1
31716,8fc2a19f-4393-4fa4-aee0-91c365232cef,infinite-entropy-12-leq,Infinite Entropy 12,1
31717,ee826cf5-9273-4b58-850c-0615668d9e2d,infinite-entropy-22-7n8,Infinite Entropy 22,1
31718,f97bf0da-0630-4847-952a-902060b8081c,infinite-entropy-6-u0j,Infinite Entropy 6,1
31719,34f52c05-cde0-4dee-880b-df96eebf37be,infinite-entropy-23-4li,Infinite Entropy 23,1
31726,fe324a25-a5b3-4b17-bae4-8d4109f01fe7,infinite-entropy-18-iom,Infinite Entropy 18,1
31778,4c2da678-ac66-4b85-8fd5-75fc26ba0a5b,luxury-home-sfm,LUXURY HOME,1
31838,30780351-fa82-47f1-9a2d-7d331f460995,infinite-entropy-20-3h3,Infinite Entropy 20,1
31980,03c214ff-a9f1-4731-a6a4-79335f9fe6d7,e-volved-formula-11-vd7,E-volved Formula #11,1
31994,3645c044-192b-41a8-a094-2d77213afadf,e-volved-formula-18-0x9,E-volved Formula #18,1
32036,dfb66bb8-1f6e-45f6-b18d-8b9c070f345f,e-volved-formula-04-tcw,E-volved Formula #04,1
32042,5472a750-43c6-4d42-a731-9f148d237bf8,23-usd,0 + 2 * 11,1
32044,482d52c6-a0cf-4e4d-84f8-2139ab425885,kopfschlag-ants-over-the-city-dpn,Kopfschlag - Ants over the City,150
32048,3273f7b9-102c-4e87-96af-a8fab3db7158,e-volved-formula-21-eqy,E-volved Formula #21,1
32049,6bbf0654-f674-4fda-a1c0-48f2fa0a0784,e-volved-formula-10-nag,E-volved Formula #10,1
32053,8a921a01-7299-4a2f-820e-5a3e1552110f,29-aed,6 + 2 * 11,1
32055,03c5f6d7-2508-4ed2-8d7a-6f04ad1a3ce0,28-mpt,5 + 2 * 11,1
32062,6dee3e68-3270-4a07-8c63-b0f97fbfbd89,6-hdq,5 + 0 * 11,1
32068,5f9b3499-a222-4db8-9819-93476cddad3b,e-volved-formula-08-e2l,E-volved Formula #08,1
32071,37473be0-45fe-4816-8f0e-451991cb0065,14-dx0,2 + 1 * 11,1
32074,04f89cc6-7042-4eed-9566-b46d78621ef3,e-volved-formula-03-na4,E-volved Formula #03,1
32080,79521daf-6154-4212-9a2c-598f3948d62b,33-dax,10 + 2 * 11,1
32085,55943a76-37c7-4b29-b548-6edfe907912e,21-nnl,9 + 1 * 11,1
32087,2e94cb0c-7ccd-425b-b61b-2365eab60a48,13-afr,1 + 1 * 11,1
32089,a7f9ac46-71fe-4957-bbf5-e4dd0c9360bf,30-djc,7 + 2 * 11,1
